gym_id,district_id,name,address,postal_code,phone_number,email,coordinates,latitude,longitude,neighborhood,district
6261885939,11010010,FitX,Weißenhöher Straße 108,12683,,,POINT (13.5602985 52.5062441),52.5062441,13.5602985,1002,Marzahn-Hellersdorf
6269985404,11002002,Gelber Raum,Mariannenstraße 48,10997,,,POINT (13.4239752 52.5007181),52.5007181,13.4239752,202,Friedrichshain-Kreuzberg
6287061378,11003003,Yoga Pankow,,,,,POINT (13.4096666 52.5484219),52.5484219,13.4096666,301,Pankow
6339499872,11003003,Afra Senter,,,,,POINT (13.4037515 52.5530718),52.5530718,13.4037515,301,Pankow
6357893262,11002002,Lotos Yoga,,,,,POINT (13.4627564 52.5136199),52.5136199,13.4627564,201,Friedrichshain-Kreuzberg
6388113852,11009009,Fitbox,Bölschestraße 45,12587,+493064958262,,POINT (13.6253449 52.4528952),52.4528952,13.6253449,911,Treptow-Köpenick
6398137732,11009009,Urban Street Gym,Bouchéstraße 12,12435,,,POINT (13.4487446 52.4938947),52.4938947,13.4487446,901,Treptow-Köpenick
6414803768,11002002,Fitness First,Frankfurter Allee 57,,,,POINT (13.465678 52.5148233),52.5148233,13.465678,201,Friedrichshain-Kreuzberg
6415868985,11001001,Slim-Gym,Alt-Moabit 92,10559,,,POINT (13.3445657 52.5250018),52.5250018,13.3445657,102,Mitte
6421090392,11010010,skyfit-Club,Hellersdorfer Straße 83,12619,+49 30 56493956,,POINT (13.5864319 52.5231862),52.5231862,13.5864319,1005,Marzahn-Hellersdorf
6447122889,11004004,Fitnessstudio TU Sport,Straße des 17. Juni 145,10623,,,POINT (13.3238482 52.5122911),52.5122911,13.3238482,401,Charlottenburg-Wilmersdorf
6451531078,11008008,Dharma Yoga,Kienitzer Straße 98,12049,,,POINT (13.4254971 52.4763605),52.4763605,13.4254971,801,Neukölln
6458744287,11006006,Steglitzer Dance & Aerobic Center,Lepsiusstraße 14,12163,,,POINT (13.3210363 52.464957),52.464957,13.3210363,601,Steglitz-Zehlendorf
6469985311,11004004,Aum Yoga Studio,Nassauische Straße 62,10717,,,POINT (13.3268218 52.4927896),52.4927896,13.3268218,402,Charlottenburg-Wilmersdorf
6497580485,11005005,McFit,Altonaer Straße 59-61,13581,+493035104984,,POINT (13.1874325 52.5318788),52.5318788,13.1874325,501,Spandau
6508696785,11001001,Fit Star,Turmstraße 29,10551,,,POINT (13.341843 52.5265415),52.5265415,13.341843,102,Mitte
6550896785,11001001,John & Jane‘s,Rosenthaler Straße 63,,,,POINT (13.4029924 52.5279738),52.5279738,13.4029924,101,Mitte
6563440585,11010010,Clever fit,Helene-Weigel-Platz 5,12681,,,POINT (13.5389857 52.5281086),52.5281086,13.5389857,1001,Marzahn-Hellersdorf
6586374601,11001001,FIT/ONE,Müllerstraße 35,13353,+49 30 45028220,,POINT (13.3551586 52.5490334),52.5490334,13.3551586,105,Mitte
6693475018,11003003,Green Yoga,Sredzkistraße 59,10405,,,POINT (13.4213383 52.5379127),52.5379127,13.4213383,301,Pankow
6757633586,11003003,Green Yoga,Dietzgenstraße 56,13156,,,POINT (13.4027986 52.5858073),52.5858073,13.4027986,311,Pankow
6759112267,11002002,Studio Glücksmama,Döringstraße 2,10245,,,POINT (13.4623488 52.5063988),52.5063988,13.4623488,201,Friedrichshain-Kreuzberg
6789070129,11007007,Fit/One,Bautzener Straße 20-24,10829,,,POINT (13.3713067 52.492162),52.492162,13.3713067,701,Tempelhof-Schöneberg
6841151512,11002002,Sportetage,Audre-Lorde-Straße 74,10997,,,POINT (13.4263004 52.5000182),52.5000182,13.4263004,202,Friedrichshain-Kreuzberg
6853266785,11003003,Casa FLOW,Prenzlauer Allee 38,10405,,,POINT (13.4222794 52.5350799),52.5350799,13.4222794,301,Pankow
6899045752,11004004,Iyengar Yoga,Krumme Straße 61,10627,,suhara@web.de,POINT (13.3097604 52.5094167),52.5094167,13.3097604,401,Charlottenburg-Wilmersdorf
7006749859,11002002,Forde Fitness,Stresemannstraße 65,10963,,,POINT (13.3844025 52.5025396),52.5025396,13.3844025,202,Friedrichshain-Kreuzberg
7057578051,11008008,Yoga im Gartenstudio,,,,,POINT (13.4518778 52.4790244),52.4790244,13.4518778,801,Neukölln
7066762906,11007007,FitX,Hauptstraße 141,10827,,,POINT (13.3556988 52.4855668),52.4855668,13.3556988,701,Tempelhof-Schöneberg
7069825849,11003003,InLight Yoga,Hufelandstraße 23,10407,,,POINT (13.4329339 52.5316555),52.5316555,13.4329339,301,Pankow
7069825850,11003003,EMS Sport und Bewegung,Hufelandstraße 23,10407,,,POINT (13.432789 52.5317118),52.5317118,13.432789,301,Pankow
7095755738,11003003,Makeda,Pasteurstraße 20,10407,,,POINT (13.4340409 52.5331143),52.5331143,13.4340409,301,Pankow
7133818467,11001001,CrunchFit,Pankstraße 32-39,,,,POINT (13.3778323 52.5494998),52.5494998,13.3778323,106,Mitte
7161037005,11002002,American Fitness,Hermannplatz 10,10967,+49 30 69807090,,POINT (13.4241071 52.4880071),52.4880071,13.4241071,202,Friedrichshain-Kreuzberg
7194124792,11003003,Kindersport Sven Bora,Dietrich-Bonhoeffer-Straße 17a,10407,,,POINT (13.4361377 52.5336363),52.5336363,13.4361377,301,Pankow
7194124793,11003003,yogi,Dietrich-Bonhoeffer-Straße 17a,10407,,,POINT (13.4361912 52.5336164),52.5336164,13.4361912,301,Pankow
7231134046,11008008,yogaraum Am Richardplatz,Hertzbergstraße 27,,,,POINT (13.4467666 52.4758032),52.4758032,13.4467666,801,Neukölln
7239669952,11003003,Mrs. Sporty,Hauptstraße 101B,13158,,,POINT (13.3746045 52.5954367),52.5954367,13.3746045,312,Pankow
7252377721,11002002,TSX Sportsclub,,,,,POINT (13.4668695 52.50798),52.50798,13.4668695,201,Friedrichshain-Kreuzberg
7272720758,11003003,Formwandler,Dunckerstraße 21,10437,,,POINT (13.4223608 52.5439907),52.5439907,13.4223608,301,Pankow
7275474348,11003003,Via Pilates,Dunckerstraße 84,10437,,,POINT (13.419718 52.5416201),52.5416201,13.419718,301,Pankow
7279178744,11003003,House of Healing,Dunckerstraße 70,10437,,,POINT (13.4228163 52.5450586),52.5450586,13.4228163,301,Pankow
7279405008,11003003,YogaCircle,Schliemannstraße 22,10437,,,POINT (13.4207853 52.5445551),52.5445551,13.4207853,301,Pankow
7279495026,11003003,Sotantar,Schliemannstraße 25a,10437,,,POINT (13.4208589 52.544994),52.544994,13.4208589,301,Pankow
7296568749,11009009,fit & feminin,Fürstenwalder Allee 318,12589,,,POINT (13.7153681 52.4313095),52.4313095,13.7153681,912,Treptow-Köpenick
7311293615,11003003,My Sports,Danziger Straße 69,10435,,,POINT (13.4235503 52.5395343),52.5395343,13.4235503,301,Pankow
7544210933,11007007,EMS Training Berlin,,,,,POINT (13.3246233 52.475808),52.475808,13.3246233,702,Tempelhof-Schöneberg
7553701884,11008008,Oma Om Yoga,Richardstraße 43,12055,,,POINT (13.4452931 52.4734928),52.4734928,13.4452931,801,Neukölln
7554171386,11007007,Fitbox,Rheinstraße 17,12159,,,POINT (13.332784 52.4694551),52.4694551,13.332784,702,Tempelhof-Schöneberg
7623775571,11001001,Blue Panta,Transvaalstraße 11,13351,,,POINT (13.3424248 52.5527066),52.5527066,13.3424248,105,Mitte
7640755748,11007007,Yogazeit Stråla,Hauptstraße 69,12159,+49 163 6661164,,POINT (13.3401936 52.4758116),52.4758116,13.3401936,702,Tempelhof-Schöneberg
7650571611,11004004,Yogavihar,,,,,POINT (13.3044631 52.5162635),52.5162635,13.3044631,401,Charlottenburg-Wilmersdorf
7680118565,11007007,Entspannt mit Yoga,Beckerstraße 9,12157,+49 151 40450738,,POINT (13.3396573 52.4670632),52.4670632,13.3396573,701,Tempelhof-Schöneberg
7683719224,11007007,Raum für Bewegung Quan Dao,Niedstraße 12,12159,+49 172 3976033,,POINT (13.3324358 52.4726259),52.4726259,13.3324358,702,Tempelhof-Schöneberg
7749923385,11007007,Akademie für Yoga Berlin,Wilhelmshöher Straße 5,12161,,,POINT (13.3259026 52.4726648),52.4726648,13.3259026,702,Tempelhof-Schöneberg
7776107176,11007007,Donna Mobile,Rheinstraße 46,12161,,,POINT (13.3306922 52.4667964),52.4667964,13.3306922,702,Tempelhof-Schöneberg
7776239760,11007007,Flow Fitness,Fregestraße 11,12159,+49 30 24329828,,POINT (13.3370775 52.4702542),52.4702542,13.3370775,702,Tempelhof-Schöneberg
7777530626,11007007,Peronal Pilates,Wilhelmshöher Straße 20,12161,,,POINT (13.3231711 52.4723634),52.4723634,13.3231711,702,Tempelhof-Schöneberg
7804846347,11004004,CrossFit,Berliner Straße 30,10715,,,POINT (13.3236197 52.4867414),52.4867414,13.3236197,402,Charlottenburg-Wilmersdorf
7821177808,11004004,Sarasvati Yoga Berlin,Bundesallee 53,10715,,,POINT (13.329427 52.4822505),52.4822505,13.329427,402,Charlottenburg-Wilmersdorf
7836953685,11010010,Health Gym Berlin,,,,,POINT (13.5599114 52.508509),52.508509,13.5599114,1002,Marzahn-Hellersdorf
7850361039,11007007,Ashtanga Yoga Schule,,,,,POINT (13.3577898 52.4945812),52.4945812,13.3577898,701,Tempelhof-Schöneberg
7867810048,11003003,Mrs. Sporty,Winsstraße 42,10405,+49 30 30026644,,POINT (13.4277953 52.536809),52.536809,13.4277953,301,Pankow
7888120846,11001001,Pour la danse,Reinhardtstraße 47,10117,,,POINT (13.3785398 52.5219701),52.5219701,13.3785398,101,Mitte
7931581679,11002002,Honigseele,,,,,POINT (13.3829359 52.4941125),52.4941125,13.3829359,202,Friedrichshain-Kreuzberg
8042827117,11004004,Strom-Linien,Prinzregentenstraße 42,10715,,,POINT (13.3325115 52.4792746),52.4792746,13.3325115,402,Charlottenburg-Wilmersdorf
8066147155,11003003,Ready Set Move – Personal Training Berlin,Schönhauser Allee 134,10437,+49 17621964450,info@ready-set-move.de,POINT (13.4118011 52.5444176),52.5444176,13.4118011,301,Pankow
8077205619,11004004,Fitbox,,,,,POINT (13.3313311 52.4909974),52.4909974,13.3313311,402,Charlottenburg-Wilmersdorf
8091797796,11006006,Kessler Sports,,12167,,,POINT (13.3304973 52.4526924),52.4526924,13.3304973,601,Steglitz-Zehlendorf
8094802649,11007007,Sporteve,Laubacher Straße 12,14197,,,POINT (13.3202746 52.4709457),52.4709457,13.3202746,702,Tempelhof-Schöneberg
8120989341,11006006,Fitness First Ladies,,,,,POINT (13.3208065 52.4575255),52.4575255,13.3208065,601,Steglitz-Zehlendorf
8143925996,11007007,Pilates On The Go,Wiesbadener Straße 79,12161,,,POINT (13.320908 52.4714277),52.4714277,13.320908,702,Tempelhof-Schöneberg
8197441972,11004004,Rocycle,,,,,POINT (13.3103661 52.5005866),52.5005866,13.3103661,401,Charlottenburg-Wilmersdorf
8199219273,11007007,pilaME,Homuthstraße 6,12161,,,POINT (13.3231656 52.4703204),52.4703204,13.3231656,702,Tempelhof-Schöneberg
8222836706,11007007,Praxis für die Seele,Bundesallee 123,12161,,,POINT (13.3289566 52.4697929),52.4697929,13.3289566,702,Tempelhof-Schöneberg
8231100116,11009009,Yoga Glück,Hackenbergstraße 7,12489,,kontakt@yoga-glueck-berlin.de,POINT (13.5479174 52.4395292),52.4395292,13.5479174,907,Treptow-Köpenick
8330198881,11012012,Fitnessclub Vitalis,Zerpenschleuser Ring 37,13439,+49 30 415 38 80,vitalis-fitness@t-online.de,POINT (13.3673041 52.6048775),52.6048775,13.3673041,1210,Reinickendorf
8422865852,11004004,Hundred & Friends,Berliner Straße 161,10715,,,POINT (13.3345576 52.4877092),52.4877092,13.3345576,402,Charlottenburg-Wilmersdorf
8462294818,11011011,FIT/ONE,Hansastraße 236,13051,,,POINT (13.4984219 52.5603992),52.5603992,13.4984219,1110,Lichtenberg
8558365378,11003003,Centerline Pilates,,,+49 176 20 21 22 24,me@centerline-pilates.de,POINT (13.4052242 52.5535695),52.5535695,13.4052242,301,Pankow
8621664469,11003003,Fitbox,Prenzlauer Allee 207,10405,,,POINT (13.4225943 52.5371215),52.5371215,13.4225943,301,Pankow
8622816454,11003003,ride-berlin.com,,,,,POINT (13.4177211 52.5399323),52.5399323,13.4177211,301,Pankow
8626109382,11004004,Iyengar Yoga,,,,,POINT (13.2913584 52.5110332),52.5110332,13.2913584,401,Charlottenburg-Wilmersdorf
8637655134,11007007,Schule für Yoga und Prana,Innsbrucker Straße 56,10825,,,POINT (13.3407554 52.4872648),52.4872648,13.3407554,701,Tempelhof-Schöneberg
8662502304,11002002,Soulsport Yoga,Gubener Straße 47,10243,,,POINT (13.4485371 52.5121345),52.5121345,13.4485371,201,Friedrichshain-Kreuzberg
8679795668,11001001,"pilatique, Pilatesstudio",,,+49 30 57704087,post@pilatique.de,POINT (13.3471371 52.5492037),52.5492037,13.3471371,105,Mitte
8744170510,11006006,Yoga für alle,,,+49 30 7875496,,POINT (13.3298931 52.4555537),52.4555537,13.3298931,601,Steglitz-Zehlendorf
8839649644,11004004,Be Your Star Fitnesscoaching,Joachim-Friedrich-Straße 41,10711,+49 171 2697356,,POINT (13.2960862 52.4990796),52.4990796,13.2960862,407,Charlottenburg-Wilmersdorf
8989690901,11007007,Iyengar,,,,,POINT (13.3816579 52.4825358),52.4825358,13.3816579,703,Tempelhof-Schöneberg
9067697047,11002002,X-Step,Tempelhofer Ufer 36,10963,+49 30 2616925,,POINT (13.3756597 52.500659),52.500659,13.3756597,202,Friedrichshain-Kreuzberg
9258064630,11012012,Unknown Gym,Oranienburger Straße 110,13437,,,POINT (13.331864 52.6010328),52.6010328,13.331864,1209,Reinickendorf
9402426708,11003003,BiSee Yoga,Bizetstraße 43,13088,,info@bisee-yoga.de,POINT (13.4534306 52.5478641),52.5478641,13.4534306,302,Pankow
9404573372,11006006,Bodystreet,Bismarckstraße 70,12157,+49 30 79014869,berlin-bismarckstrasse@bodystreet.de,POINT (13.3395351 52.4623323),52.4623323,13.3395351,601,Steglitz-Zehlendorf
9431775959,11003003,Fitbox,Berliner Allee 108,13088,+49 30 40569210,,POINT (13.4596077 52.5500839),52.5500839,13.4596077,302,Pankow
9504311194,11003003,Sonne Mond & Sterne,Meyerbeerstraße 59,13088,,somoste.weissensee@gmail.com,POINT (13.4572285 52.5476997),52.5476997,13.4572285,302,Pankow
9524144982,11002002,PRO-STAGE,,,+49 30 61209261,info@prostage.berlin,POINT (13.3982992 52.4939117),52.4939117,13.3982992,202,Friedrichshain-Kreuzberg
9529221826,11004004,LovFit,,,,,POINT (13.2726237 52.508465),52.508465,13.2726237,405,Charlottenburg-Wilmersdorf
9563056748,11008008,Middendorf Yoga,Karl-Marx-Straße 92-98,12043,,,POINT (13.4359448 52.4798838),52.4798838,13.4359448,801,Neukölln
9592884391,11004004,JOHN REED Fitness,Wilmersdorfer Straße 126-127,10627,+49 30 31800437,,POINT (13.306013 52.5097577),52.5097577,13.306013,401,Charlottenburg-Wilmersdorf
9632071018,11006006,MO.VE,Kissinger Straße 9,12157,,,POINT (13.3408491 52.462798),52.462798,13.3408491,601,Steglitz-Zehlendorf
9662767223,11002002,Peace Yoga Berlin,Eisenbahnstraße 5,10997,,info@peaceyoga.de,POINT (13.432989 52.5016941),52.5016941,13.432989,202,Friedrichshain-Kreuzberg
9708780370,11003003,Bodystreet,Berliner Straße 2,13187,,,POINT (13.4103995 52.5702216),52.5702216,13.4103995,307,Pankow
9728794514,11001001,Ladycompany - Fitness für Frauen,Spandauer Straße 4,10178,+493024020677,,POINT (13.4041015 52.5209499),52.5209499,13.4041015,101,Mitte
9775820813,11002002,yogafürdich Berlin,,,,,POINT (13.4656869 52.515338),52.515338,13.4656869,201,Friedrichshain-Kreuzberg
9806604950,11003003,dein Pilates,,,,,POINT (13.4109373 52.5527342),52.5527342,13.4109373,301,Pankow
9816576692,11004004,Corpus Dicio,,,,,POINT (13.2922362 52.5104148),52.5104148,13.2922362,401,Charlottenburg-Wilmersdorf
9830837796,11002002,Bunker Berlin,Grünberger Straße 54,10245,,,POINT (13.4558403 52.511239),52.511239,13.4558403,201,Friedrichshain-Kreuzberg
9846635117,11002002,Lotos Yoga Berlin - YOGA LOFT,Scharnweberstraße 30,,+49 30 91544928,yoga@yoga-lotos.de,POINT (13.4633274 52.5133709),52.5133709,13.4633274,201,Friedrichshain-Kreuzberg
9852432518,11011011,AXT CrossFit,Hauptstraße 13,10317,+4915792465440,,POINT (13.489293 52.4919528),52.4919528,13.489293,1112,Lichtenberg
9867335575,11011011,Unknown Gym,Storkower Straße 225,10367,,,POINT (13.4769045 52.5232792),52.5232792,13.4769045,1111,Lichtenberg
9906919513,11009009,Fitness am Park,Elsenstraße 113,,+49 30 5363800,fitnessampark@activ-fitness.de,POINT (13.4575706 52.4913483),52.4913483,13.4575706,901,Treptow-Köpenick
9906938038,11002002,FitnessCenter aTB,Am Tempelhofer Berg 6,,+49 30 693 40 40,fitnesscenter@web.de,POINT (13.387549 52.4888923),52.4888923,13.387549,202,Friedrichshain-Kreuzberg
9928786051,11001001,AllStar Gym,Leipziger Platz 12,10117,+49 30 94051670,info@allstargym.de,POINT (13.3813194 52.5104581),52.5104581,13.3813194,101,Mitte
9985456517,11003003,mPointUp,,,,,POINT (13.4095769 52.5646061),52.5646061,13.4095769,307,Pankow
10000479377,11004004,Lokai Loft,,,,,POINT (13.30329 52.4908896),52.4908896,13.30329,402,Charlottenburg-Wilmersdorf
10035842242,11003003,Future Fit,Schönhauser Allee 57,10437,,,POINT (13.4127951 52.5438448),52.5438448,13.4127951,301,Pankow
10045257318,11003003,Bodystreet,Prenzlauer Allee 88,,,,POINT (13.4279151 52.544999),52.544999,13.4279151,301,Pankow
10056214905,11003003,Arcoverde Pilates Zentrum,Cantianstraße 11,10437,+49 30 40301875,,POINT (13.4111529 52.544723),52.544723,13.4111529,301,Pankow
10100682968,11003003,Marion Röhrig Pilates,Heinrich-Roller-Straße 24,10405,,,POINT (13.4215563 52.5313866),52.5313866,13.4215563,301,Pankow
10100813297,11003003,Pantarei Approach,Winsstraße 60,10405,,,POINT (13.4247709 52.5335247),52.5335247,13.4247709,301,Pankow
10121509310,11007007,Twenty Minutes Fitness Lounge,Stubenrauchstraße 1,12161,,,POINT (13.3279458 52.4690894),52.4690894,13.3279458,702,Tempelhof-Schöneberg
10124188468,11006006,Indiv Sports,Schützenstraße 16,,+4915224261916,,POINT (13.3223719 52.4532489),52.4532489,13.3223719,601,Steglitz-Zehlendorf
10131167926,11007007,Crunch Fit Studio Berlin-Schöneberg,Bessemerstrasse 57-75,12103,+49 30 586 155 690,,POINT (13.3674509 52.462578),52.462578,13.3674509,701,Tempelhof-Schöneberg
10162590418,11007007,Little Yoga Store,Goltzstraße,10781,,,POINT (13.353034 52.4907384),52.4907384,13.353034,701,Tempelhof-Schöneberg
10248360663,11004004,stromtown,,,,,POINT (13.3266094 52.4978481),52.4978481,13.3266094,402,Charlottenburg-Wilmersdorf
10282680110,11001001,Beat81,Dircksenstraße 99,10178,,,POINT (13.415099 52.5187846),52.5187846,13.415099,101,Mitte
10293894600,11001001,Getimpulse,Heidestraße 12,,,,POINT (13.3680776 52.531081),52.531081,13.3680776,102,Mitte
10314370066,11012012,Hatha-Yoga,Ludolfingerplatz 5,13465,,,POINT (13.2884156 52.6317384),52.6317384,13.2884156,1205,Reinickendorf
10314570434,11007007,Die Schönebergerin,Grunewaldstraße 86,10823,,,POINT (13.3559651 52.4900692),52.4900692,13.3559651,701,Tempelhof-Schöneberg
10594955331,11004004,Classic Crossfit,Mecklenburgische Straße 24a,14197,,,POINT (13.3102202 52.4794998),52.4794998,13.3102202,403,Charlottenburg-Wilmersdorf
10609414411,11003003,Fitbox,,,,,POINT (13.4129051 52.5472139),52.5472139,13.4129051,301,Pankow
10648363519,11004004,Warias Kosmetik & Yoga,,,,,POINT (13.2963353 52.5057198),52.5057198,13.2963353,401,Charlottenburg-Wilmersdorf
10675679016,11011011,Crunch Fit,Weißenseer Weg 112,10369,,,POINT (13.4787593 52.5268844),52.5268844,13.4787593,1111,Lichtenberg
10702130505,11011011,VitalInn,,,,,POINT (13.4876781 52.5384092),52.5384092,13.4876781,1110,Lichtenberg
10727283773,11009009,Vibra Fitness Lounge,,,,,POINT (13.623723 52.4469431),52.4469431,13.623723,911,Treptow-Köpenick
10780033147,11004004,Feldenkrais & QiGong,,,+49 172 3824268,,POINT (13.3115118 52.5084656),52.5084656,13.3115118,401,Charlottenburg-Wilmersdorf
10784895518,11001001,Beyond Reformer,,,,,POINT (13.3984802 52.5328415),52.5328415,13.3984802,101,Mitte
10788867287,11006006,Krav Maga Berlin Headquarters,Bergstraße 93,12169,,,POINT (13.3274238 52.4585685),52.4585685,13.3274238,601,Steglitz-Zehlendorf
10792875944,11004004,Fitness Unlimited,Uhlandstraße 194,10623,,,POINT (13.326358 52.5069366),52.5069366,13.326358,401,Charlottenburg-Wilmersdorf
10797454234,11006006,Bodystreet,,,,,POINT (13.3160563 52.4538251),52.4538251,13.3160563,601,Steglitz-Zehlendorf
10802968151,11003003,yogibar,,,,,POINT (13.4306675 52.5311208),52.5311208,13.4306675,301,Pankow
10804733989,11011011,FitX,Otto-Schmirgal-Straße 7,10319,,,POINT (13.5221442 52.4976583),52.4976583,13.5221442,1101,Lichtenberg
10881753305,11007007,FitX,Wilhelm-Kabus-Straße 77,10829,+49 30 78951767,,POINT (13.3646654 52.4781146),52.4781146,13.3646654,701,Tempelhof-Schöneberg
10909471605,11010010,Sportstudio,,,,,POINT (13.5585447 52.5305105),52.5305105,13.5585447,1002,Marzahn-Hellersdorf
10936515611,11001001,Yogaschule Petersen,Dortmunder Straße 6,10555,+49 30 39905483,yogapetersen@web.de,POINT (13.3367913 52.5218757),52.5218757,13.3367913,102,Mitte
10973845906,11001001,BMVg Sportcontainer,,,,,POINT (13.3610272 52.5085275),52.5085275,13.3610272,104,Mitte
10978245699,11010010,Clever fit,,,,,POINT (13.6020198 52.4828083),52.4828083,13.6020198,1004,Marzahn-Hellersdorf
10978245702,11010010,Unknown Gym,,,,,POINT (13.6023922 52.4833807),52.4833807,13.6023922,1004,Marzahn-Hellersdorf
11010271941,11003003,Clever fit,Walter-Friedrich-Straße 1,13125,+49 30 94399727,studio@berlin-buch.clever-fit.com,POINT (13.4966691 52.6340691),52.6340691,13.4966691,309,Pankow
11014339720,11001001,HIT BLN,Ackerstraße 155,,,,POINT (13.396507 52.5310799),52.5310799,13.396507,101,Mitte
11026581858,11003003,Studio 108,,,,,POINT (13.3983889 52.5673491),52.5673491,13.3983889,307,Pankow
11046023605,11011011,BLN Athletics,,,,,POINT (13.4816451 52.5142111),52.5142111,13.4816451,1103,Lichtenberg
11061882780,11012012,B-touched Yoga by Bianca,Königsbacher Zeile 23,13465,+49 (0)176 387 475 34,,POINT (13.295109 52.6402199),52.6402199,13.295109,1205,Reinickendorf
11107054359,11003003,EVOPE Performance Center,Storkower Straße 105,10407,,,POINT (13.4507477 52.5365531),52.5365531,13.4507477,301,Pankow
11109294278,11001001,Sensing Yoga,,,,,POINT (13.3611178 52.5509589),52.5509589,13.3611178,105,Mitte
11143206743,11009009,Nature Womb,Eppenbrunner Weg 30,12559,,,POINT (13.6509908 52.4069695),52.4069695,13.6509908,914,Treptow-Köpenick
11181712344,11001001,Yogatribe,Große Hamburger Straße 19A,,+493028883688,mail@yogatribe.de,POINT (13.3991704 52.5244747),52.5244747,13.3991704,101,Mitte
11201598334,11003003,John Reed Bötzow,Saarbrücker Straße 4,10405,,,POINT (13.4161686 52.5296219),52.5296219,13.4161686,301,Pankow
11211952137,11003003,Mrs. Sporty,Rodenbergstraße 35,10439,32591933;017643499561,,POINT (13.4189229 52.5503767),52.5503767,13.4189229,301,Pankow
11227904749,11001001,Holmes Place,,,,,POINT (13.3752868 52.5054645),52.5054645,13.3752868,104,Mitte
11291360614,11004004,Abnehmen Im Liegen,,,,,POINT (13.3113031 52.5162056),52.5162056,13.3113031,401,Charlottenburg-Wilmersdorf
11350686359,11004004,House of Healing,Englische Straße 21,10587,+49 173 698 2729,namaste@houseofhealingberlin.com,POINT (13.332008 52.5165806),52.5165806,13.332008,401,Charlottenburg-Wilmersdorf
11433071264,11003003,Fitbox,,,,,POINT (13.410098 52.5666674),52.5666674,13.410098,307,Pankow
11506333461,11001001,Shapesty,Aaron-Bernstein-Platz 3,10117,,,POINT (13.3905026 52.5250199),52.5250199,13.3905026,101,Mitte
11580611771,11003003,Berliner Pilates,Schliemannstraße 34,10437,,,POINT (13.4195372 52.5437298),52.5437298,13.4195372,301,Pankow
11607821257,11001001,Champions Fight-Gym,,,,,POINT (13.3782384 52.5421334),52.5421334,13.3782384,106,Mitte
11613447903,11008008,Pilates Studio,,,,,POINT (13.4213217 52.4773912),52.4773912,13.4213217,801,Neukölln
11635521514,11007007,deen,Rheinstraße 45-46,12161,,,POINT (13.3305268 52.4665189),52.4665189,13.3305268,702,Tempelhof-Schöneberg
11649758184,11002002,Every Damn Day Yoga,,,,,POINT (13.4620033 52.5055523),52.5055523,13.4620033,201,Friedrichshain-Kreuzberg
11662711559,11001001,Beat81,Rosa-Luxemburg-Straße 17,,,,POINT (13.4102616 52.5250992),52.5250992,13.4102616,101,Mitte
11668641549,11003003,Astānga Yoga,,,,,POINT (13.4145278 52.5301373),52.5301373,13.4145278,301,Pankow
11745362202,11004004,Casa Flow Studios,,,,,POINT (13.313386 52.5042907),52.5042907,13.313386,401,Charlottenburg-Wilmersdorf
11772015162,11008008,Unknown Gym,,,,,POINT (13.4255688 52.4739737),52.4739737,13.4255688,801,Neukölln
11777929542,11009009,Fitnesspoint BSM 07 e.V.,,,,,POINT (13.5699096 52.442082),52.442082,13.5699096,910,Treptow-Köpenick
11809565378,11009009,EMS-Lounge Berlin-Köpenick,,,,,POINT (13.575453 52.4447344),52.4447344,13.575453,910,Treptow-Köpenick
11819554609,11001001,Club Athleten,Gormannstraße 19A,,,,POINT (13.4051593 52.5289783),52.5289783,13.4051593,101,Mitte
11968290978,11002002,Hale Now,,,,,POINT (13.4641108 52.5097635),52.5097635,13.4641108,201,Friedrichshain-Kreuzberg
11986723745,11003003,JOHN REED Fitness,,,,,POINT (13.4548801 52.5279751),52.5279751,13.4548801,301,Pankow
12022132930,11003003,Mrs. Sporty,,,,,POINT (13.4887731 52.6172316),52.6172316,13.4887731,305,Pankow
12037528490,11004004,Junia Keitel Private Fitness & Health,,,,,POINT (13.2975313 52.5017687),52.5017687,13.2975313,401,Charlottenburg-Wilmersdorf
12040833981,11006006,Win Club CrossFit,,,+49 176 56865295,info@website.com,POINT (13.3261574 52.4542309),52.4542309,13.3261574,601,Steglitz-Zehlendorf
12054497889,11002002,Saccinanda Yoga,,,,,POINT (13.4660189 52.5118274),52.5118274,13.4660189,201,Friedrichshain-Kreuzberg
12061024993,11002002,Ashtanga Yoga Friedrichshain,,,,,POINT (13.4717572 52.5174967),52.5174967,13.4717572,201,Friedrichshain-Kreuzberg
12077318269,11002002,Urban Gladiators,Wilhelmstraße 14,10963,,,POINT (13.3884688 52.5021909),52.5021909,13.3884688,202,Friedrichshain-Kreuzberg
12081380958,11001001,Abityoga,Alt-Moabit 104,10559,,,POINT (13.3477956 52.5246353),52.5246353,13.3477956,102,Mitte
12100384382,11009009,Clever fit,,,,,POINT (13.5281634 52.4053605),52.4053605,13.5281634,906,Treptow-Köpenick
12109977752,11001001,Beat81,Brunnenstraße 10,10119,,,POINT (13.400813 52.5313967),52.5313967,13.400813,101,Mitte
12118950894,11002002,Yoga School Berlin,Hasenheide 8,,,,POINT (13.4224539 52.4875465),52.4875465,13.4224539,202,Friedrichshain-Kreuzberg
12121758700,11002002,Beat81,Zeughofstraße 20,10997,,,POINT (13.4333749 52.5001293),52.5001293,13.4333749,202,Friedrichshain-Kreuzberg
