religious_id,name,religion,denomination,building_type,street,housenumber,postcode,suburb,city,operator,website,contact_phone,contact_email,wheelchair_accessible,service_times,opening_hours,heritage,historic,latitude,longitude,source
8594871395,Gemeinde Gierkezeile,christian,protestant,,Gierkezeile,13,10585,,Berlin,,,,info@gierkezeile.de,,Su 10:30,,,,52.5142334,13.3023897,
8739849517,Tegel Selimiye Camii,muslim,,,Trettachzeile,7,13509,Borsigwalde,Berlin,DİTİB - Tegel Selimiye Türkisch Islamische Gemeinde zu Tegel e.V.,,,,,,,,,52.5869801,13.2934894,
8786525286,Evangelische Salem-Gemeinde,christian,protestant,,Wünsdorfer Straße,88,12307,,Berlin,,https://www.salem-gemeinde.de/,,,,,,,,52.3894866,13.3934854,
8976623075,Andreas-Kirchsaal,christian,,,,,,,,Evangelische Kirchengemeinde St. Markus Friedrichshain,https://www.st-markus.berlin/newpagedafe8e15#AndreasKirchsaal,,,,,,,,52.5091947,13.4313468,
9354973732,Evangelische Freikirche Leuchtturm,christian,evangelical,,,5,12621,,Berlin,Evangelische Freikirche Leuchtturm e. V.,https://www.leuchtturm.info/,,,,Su 10:30-12:30,,,,52.5047514,13.5818309,
9592974541,,,,,,,,,,,,,,,,,,,52.5394635,13.5779309,
9592974542,Pura Tri Hita Karana,hindu,,,,,,,,,,,,,,,,,52.5394723,13.5777427,
9610861154,Word of Faith Outreach International Center,christian,,,,,,,,,,,,,,Mo-Sa off; Su 11:00-13:30,,,52.5680221,13.3671997,
9689643017,Buddhismus in Berlin e.V.,buddhist,,,Neckarstraße,12,12053,,,,http://www.berlin-buddhismus.de/,,,,,,,,52.4801734,13.4324713,
9794512245,Gemeinde Christi Breitenbachplatz,christian,,,Forststraße,24,12163,Steglitz,Berlin,,http://www.gemeinde-christi-berlin.de/,,,,,,,,52.465579,13.3107756,
10027402644,Miao Fa Zentrum,buddhist,,,Streitstraße,23,13587,Hakenfelde,Berlin,,,,,no,,,,,52.56015,13.2084891,Geoportal Berlin / Hauskoordinaten
10599872965,Ensar Camii,muslim,,,,,,,,Ensar Camii e.V.,,,,,,,,,52.5192755,13.2907681,
10863033623,Berlin Full Gospel Church,christian,pentecostal,,Blunckstraße,14,13437,,Berlin,,,,,,,,,,52.5809262,13.3360945,
10863195254,Centre Chrétien Agape e.V.,christian,pentecostal,,Knobelsdorffstraße,74,14059,,Berlin,,,,,,Su 14:00,,,,52.5131624,13.284142,
11072479451,,christian,jehovahs_witness,,Mariendorfer Damm,347,12107,,Berlin,,https://www.jw.org/de/,,,,"Tu-Th 19:00-20:45, Su 10:00-11:45, 14:00-15:45",,,,52.422699,13.3968698,
11078106301,Königreichssaal Jehovas Zeugen,christian,jehovahs_witness,,Grünauer Straße,104,12557,,Berlin,,,,,,"We-Th 19:00-20:45, Su 10:00-11:45,17:00-18:45",,,,52.4374125,13.5712561,
11078119221,Königreichsaal Jehovas Zeugen,christian,jehovahs_witness,yes,Hochstraße,3,13357,,Berlin,,https://www.jw.org/de/,,,,"Tu,Th, Fr 19:00-20:45, Sa 18:00-19:45,Su 13:00-14:45,",,,,52.5498591,13.3839192,Geoportal Berlin / ALKIS
11078121906,Königreichssaal Jehovas Zeugen,christian,jehovahs_witness,,Straße 34,3,13125,,Berlin,,https://www.jw.org/de/,,,,"Th 19:00-20:45, Su 10:00-11:45",,,,52.608821,13.4746032,
11214170388,diekreative,christian,pentecostal,,An der Industriebahn,12,13088,,Berlin,,https://diekreative.org,,,,Su 10:30-13:00,,,,52.5640554,13.4612618,
11379293585,Ev. Felsen-Kirchengemeinde,christian,protestant,yes,Eichhorster Weg,58,,,,,,,,,,,,,52.6012255,13.3394516,Geoportal Berlin / Hausumringe
11618771802,Josua Gemeinde,christian,pentecostal,,,,,,,,https://www.josuagemeinde.de/,,,,,,,,52.5436912,13.2005611,
11633789006,Evang-luth. Missionsgemeinde Marzahn,christian,lutheran,,Schwarzburger Straße,,12687,,Berlin,,https://selk-marzahn.de/,,,yes,,,,,52.5595019,13.5712741,
11642389897,Pak Muhammad Jama Moschee Berlin,muslim,,,,,,,,,,,,,,,,,52.5298739,13.3338135,
11812277225,Friedhofskapelle,christian,protestant,,,,,,,,,,,,,,,,52.4945547,13.5340969,
11879120263,,muslim,,,,,,,,,,,,,,,,,52.4299409,13.4648855,
11981816551,Kapelle,christian,protestant,,,,,,,,https://evfbs.de/index.php?id=148,,,no,,,,,52.5276338,13.4176638,survey
12092147346,Friedhofskapelle,christian,,,Indira-Gandhi-Straße,110,,,Berlin,,https://www.auferstehungsfriedhof.de/kapelle.html,,,,,,,,52.5488626,13.469896,
12186708351,Jakob-Gemeinde,christian,evangelical,,,,,,,,,,,,,,,,52.5175666,13.460496,
12186758915,Projekt A+,christian,evangelical,,,,,,,,,,,,,,,,52.4018705,13.5432911,
12369577318,Mabet Camii - Moschee,muslim,,,Alt-Moabit,112,,,,,https://berlinmabedcamii.webador.de,,,,,,,,52.5240378,13.3518772,
12426851784,Syrisch-Orthodoxe Kirche von Antiochien St. Izozoel,christian,orthodox,,Reinickendorfer Straße,123,13347,,Berlin,,https://syrisch-orthodox.org/,,,yes,,,,,52.5411618,13.3696485,
12488412438,Saddleback Berlin,christian,protestant,,Zimmerstraße,23,10969,,Berlin,,,,,,,,,,52.5075981,13.3909919,
12840337563,Reset Berlin,christian,pentecostal,,Detmolder Straße,4,10715,Wilmersdorf,Berlin,,https://resetberlin.de/,,,no,"Su [2,4,5] 10:30",,,,52.4788855,13.3265285,
13019514472,Neuapostolische Kirche Berlin-Adlershof,christian,new_apostolic,,Handjerystraße,27,12489,,Berlin,,https://nak-nordost.de/,,,,Sonntag 10:00 Uhr & Mittwoch 19:30 Uhr,,,,52.4368694,13.5538472,
13241106232,Ikra Bashkimi,muslim,,,Reinickendorfer Straße,50a,,,,Albanisch Moschee e.V.,,,,,,,,,52.5509133,13.3680207,
237724,Evangelisch-Lutherische Kirche Zum Heiligen Kreuz,christian,lutheran,church,Nassauische Straße,17,10717,,Berlin,Evangelisch-Lutherische Gemeinde Zum Heiligen Kreuz,,,,,,,,,52.4905499,13.326005540737341,
959892,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,mormon,yes,,,,,,,,,,,,,,,52.50869265,13.352468228762786,
4031482,Kirche zum Heilsbronnen,christian,protestant,church,Heilbronner Straße,20,10779,Schöneberg,Berlin,,https://www.heilsbronnen.de/,,,no,,,4,,52.491305600000004,13.341126684278898,Geoportal Berlin / Hauskoordinaten
4064647,Segenskirche,christian,protestant,church,Schönhauser Allee,,10435,,Berlin,,https://stadtklostersegen.de/,,,yes,,,4,,52.53615035,13.411503058579427,
7630131,Mor Afrem Kirche,christian,syriac_orthodox,church,Mindener Straße,1,10589,Charlottenburg,Berlin,Syrisch-orthodoxe Kirche Mor Afrem e.V.,,,,,,,,,52.524790949999996,13.303088146662166,Wikipedia (http://de.wikipedia.org/wiki/Liste_der_Sakralbauten_in_Berlin#Bezirk_Charlottenburg-Wilmersdorf)
7873314,St. Karl Borromäus,christian,catholic,church,,,,,,,,+49 30 8262633,pfarrbuero@karl-borromaeus.de,,,,,,52.4839132,13.281426287854394,
8018862,Genezarethkirche,christian,protestant,church,,,,,,,,,,limited,,,,,52.47709235,13.422097813477148,
8436062,Sankt Michael,christian,roman_catholic,church,Engeldamm,28,10179,Mitte,Berlin,,,,,no,Su 9:30,,4,,52.507196449999995,13.419380895028723,
9535800,Kirche am Seggeluchbecken,christian,protestant,church,Finsterwalder Straße,66,13435,Märkisches Viertel,Berlin,,https://kirche-seggeluchbecken.de/,,,,,,,,52.6028726,13.348898124077166,
9901336,St. Kamillus-Kirche,christian,roman_catholic,church,Klausenerplatz,12/13,14059,,Berlin,,http://www.sankt-kamillus-gemeinde.de/,,,no,,,4,,52.51758815,13.291336916078535,
5105798,St. Nikolai-Kirche,christian,protestant,church,Reformationsplatz,,13597,,Berlin,,,,,yes,,,4,church,52.5383621,13.20534043167143,Geoportal Berlin / Hausumringe
10092270,Albert-Schweitzer-Kirche,christian,protestant,church,,,13403,,Berlin,,https://www.eva-luther-segen.de/,,,,,,,,52.572383,13.30925315716586,
11776713,Sankt Rita,christian,roman_catholic,church,,,,,,,https://www.sankt-rita-berlin.de/,,,,,,,,52.56978385,13.315146436747256,
13868158,Sühne-Christi-Kirche,christian,protestant,church,Toeplerstraße,1,13627,Charlottenburg-Nord,Berlin,,,,,limited,,,,,52.537951750000005,13.286268129035758,Geoportal Berlin / Hausumringe
14035315,Maria Regina Martyrum,christian,roman_catholic,church,Heckerdamm,230,13627,Charlottenburg-Nord,Berlin,,https://www.karmel-berlin.de/gedenkkirche/index.html,,,yes,,,4,,52.54035135,13.298481014374644,aerowest
14437300,Dietrich-Bonhoeffer-Kirche,christian,protestant,hospital,Olbendorfer Weg,70,13403,Wittenau,Berlin,Krankenhaus des Maßregelvollzugs Berlin (KMV),,,,,,,,,52.5843972,13.330487691033312,
15218371,Neue Kaiser-Wilhelm-Gedächtniskirche,christian,protestant,church,Breitscheidplatz,,10789,,Berlin,,https://www.gedaechtniskirche-berlin.de/,,,limited,,"Mo-Su,PH 09:00-19:00",yes,,52.504894500000006,13.334613136691544,
15218375,Gemeindekapelle,christian,protestant,chapel,,,,,,,,,,yes,,,yes,,52.50488145,13.335756664589558,
16413313,Schlosskirche Buch,christian,protestant,yes,Alt-Buch,36,13125,Buch,Berlin,Evangelische Gemeinde Berlin-Buch,https://www.schlosskirche-berlin-buch.de/,,,yes,,,4,,52.63540675,13.49850363473207,
18812911,Lukas-Gemeinde e.V.,christian,protestant,yes,Kurfürstenstraße,133,10785,Schöneberg,Berlin,,https://www.lukas-gemeinde.de/,,,,,,,,52.501568750000004,13.354986199999985,
22990222,Sankt Matthäus-Kirche,christian,protestant,church,,,10785,,Berlin,,https://www.stiftung-stmatthaeus.de/die-kirche/,,,yes,,,4,,52.507945050000004,13.36746280452973,
23045955,Hoffnungskirche Neu-Tegel,christian,protestant,church,,,13509,,Berlin,,,,,,,,,,52.59262905,13.294995354819998,
23055033,St.-Nikolaus-Kirche,christian,roman_catholic,church,,,,,,,,,,,"Fr 09:00; Su 12:00,18:00",,,,52.5916469,13.330713117386363,
23175400,Synagoge Rykestraße,jewish,jewish,synagogue,Rykestraße,53,10405,Prenzlauer Berg,Berlin,,http://www.jg-berlin.org/judentum/synagogen/rykestrasse.html,,,limited,,,4,,52.535351399999996,13.418556380983773,
23367025,Dorfkirche Alt-Tegel,christian,protestant,church,,,13507,,Berlin,Evangelische Kirchengemeinde Tegel-Borsigwalde,,,,limited,,,4,,52.58802365,13.277292493954246,
23453483,Ev. Kornelius Kirche,christian,lutheran,church,Dubliner Straße,,13349,,Berlin,,,,,,,,,,52.559325099999995,13.343864760033636,
23453689,Apostel-Paulus-Kirche,christian,protestant,church,Grunewaldstraße,77a,10823,,Berlin,,https://ev-apostel-paulus-kirchengemeinde.de/,,,yes,,,4,,52.489163149999996,13.352749898047072,
23495060,Gethsemane-Kirche,christian,protestant,church,Stargarder Straße,77,10437,Prenzlauer Berg,Berlin,,,,,limited,Su 11:00,Mo-Fr 11:00-18:00,4,,52.547722750000005,13.416169464493573,
23714037,Wichernkirche,christian,protestant,church,,,,,,,,,,yes,,,,,52.56769355,13.206273328283054,
23813200,Nikolaikirche,christian,,church,Nikolaikirchplatz,,10178,Mitte,Berlin,Stiftung Stadt Museum Berlin,,+49 30 24002162,poststelle@stadtmuseum.de,limited,,Mo-Su 10:00-18:00,4,,52.5168271,13.407512272022473,
23816415,Sophienkirche,christian,protestant,church,Sophienstraße,2a,10178,Mitte,Berlin,,,,geschaeftsfuehrung@gemeinde-am-weinberg.de,limited,,13:00-18:00,4,,52.52556025,13.400168464303562,
24026432,Neuapostolische Gemeinde,christian,new_apostolic,yes,,,,,,,,,,limited,Su 09:30; We 19:30,,,,52.411959350000004,13.559725609583541,
24032288,Friedenskirche,christian,,yes,Don-Ugoletti-Platz,1,12527,Grünau,Berlin,,,,,,,,,,52.4181343,13.577898356222223,
24049589,Dorfkirche Bohnsdorf,christian,protestant,church,Dorfplatz,,12526,Bohnsdorf,Berlin,,http://www.kirche-bohnsdorf.de/,,,,,,4,yes,52.399622449999995,13.556158382188498,
24054915,Neue Synagoge,jewish,,synagogue,,,,,,,,+49 30 88028300,office@centrumjudaicum.de,yes,,Apr-Sep: Su-Mo 10:00-20:00; Tu-Th 10:00-18:00; Fr 10:00-17:00; Mar-Oct: Su-Mo 10:00-20:00; Tu-Th 10:00-18:00; Fr 10:00-14:00; Nov-Feb: Su-Th 10:00-18:00; Fr 10:00-14:00,4,,52.5249837,13.394320397670807,
24154713,Kath. Kirche Christus König,christian,catholic,church,Nipkowstraße,17,12489,Adlershof,Berlin,,http://www.dekanat-koepenick.de/adlershof/index.html,,,,,,4,,52.437019649999996,13.54966010600008,
24154733,Evangelische Verklärungskirche,christian,protestant,church,Arndtstraße,12,12489,Adlershof,Berlin,,https://www.evkia.de/,,,yes,Gottesdienst am Sonntag um 10 Uhr,,4,,52.437898950000005,13.551158786973023,
24155038,"Freie Evangelische Gemeinde ""Schwedenkirche""",christian,,yes,,,,,,,http://www.schwedenkirche.de/,,,no,,,,,52.4368346,13.554356922986873,
24210814,Dorfkirche Schmöckwitz,christian,protestant,church,Alt-Schmöckwitz,1-15,12527,Schmöckwitz,Berlin,,https://www.evkirche-schmoeckwitz.de/,,,no,,,4,,52.375495400000005,13.64990153086493,
24219673,Kirche Zum Vaterhaus,christian,protestant,church,Baumschulenstraße,,12437,,Berlin,,https://www.zumvaterhaus.de/,,,yes,,,4,,52.4650819,13.48515306904218,
24219706,Sankt Anna,christian,catholic,chapel,,,,,,,https://www.erzbistumberlin.de/wir-sind/pfarrgemeinden/kirchen-und-gottesdienstsuche/detail/adresse/st_anna_baumschulenweg/map/134/,,,yes,,,,,52.46501365,13.481533781187853,
24226794,Paul-Gerhardt-Gemeindeheim,christian,protestant,yes,,,,,,,,,,limited,,,,,52.39482455,13.576899490422079,
24230651,Friedenskirche,christian,protestant,yes,,,,,,,,,,limited,,,,,52.45244795,13.516782588018966,
24264446,St. Antonius-Kirche,christian,roman_catholic,church,Rüdersdorfer Straße,45a,10243,Friedrichshain,Berlin,Kath. Kirchengemeinde St. Antonius,,,,,Th 09:00; Sa 18:00,,,,52.51318195,13.442700089935574,
24266057,Kapelle Georgen-Parochial 2,christian,protestant,chapel,,,,,,,,,,,,,,,52.521063,13.4444587,
24266076,St. Petri Kapelle,christian,protestant,yes,,,,,,,,,,no,,,,,52.5210876,13.441919077013555,
24404055,Stiftskirche,christian,evangelical,church,Schönwalder Allee,26/49,13587,Hakenfelde,Berlin,,,,,yes,,,,,52.569726700000004,13.195468379351144,
24531388,St. Adalbert-Kirche,christian,roman_catholic,church,Linienstraße,101,10115,Mitte,Berlin,,,,,yes,,,4,,52.528484750000004,13.395735969291344,Geoportal Berlin / Hauskoordinaten
24620392,Kirche am Lietzensee,christian,protestant,church,Herbartstraße,4-6,14057,,Berlin,Evangelische Kirchengemeinde Am Lietzensee,https://www.lietzenseegemeinde.de/,,,,,,,,52.5042821,13.287355410009582,
24764551,St. Jacobi-Kirche,christian,protestant,church,Oranienstraße,133,10969,Kreuzberg,Berlin,,,,,limited,,"Tu,Th,Fr 10:00-12:00,14:00-18:00",,,52.50429675,13.406391818108167,
24784274,Begegnungskirche,christian,pentecostal,church,Gotthardstraße,35,13407,Reinickendorf,Berlin,,https://www.begegnungskirche-berlin.de/,,,yes,,,,,52.56644825,13.344044125362377,Geoportal Berlin / Hauskoordinaten
24933311,St.-Konstantin-und-Helena-Kirche,christian,russian_orthodox,church,Wittestraße,,13509,Reinickendorf,Berlin,,https://xpam-tegel.wixsite.com/xpam,,,,,,,,52.5776456,13.3007079525327,
24950102,,christian,roman_catholic,chapel,,,,Reinickendorf,Berlin,Katholische Kirchengemeinde St. Hedwig,,,,,,,,,52.5693701,13.336047029927007,
24961601,Zum Guten Hirten,christian,protestant,church,,,12161,,Berlin,,https://www.zum-guten-hirten-friedenau.de/,,,yes,Su 10:00,,4,,52.47167195,13.328382325535317,
24964762,Kapernaum Kirche,christian,protestant,church,,,,,,,http://www.kapernaum-berlin.de/,,,yes,,,,,52.5485307,13.349593044669685,Geoportal Berlin / ALKIS
24964784,Alte Nazarethkirche,christian,protestant,church,Müllerstraße,27,13353,Wedding,Berlin,,,,,no,,,,,52.547238300000004,13.359734241607065,Geoportal Berlin / Hauskoordinaten
24964932,Neue Nazarethkirche,christian,evangelical,church,Schulstraße,119,13347,Wedding,Berlin,,,,,no,,,,,52.5486899,13.361767457425472,Geoportal Berlin / Hausumringe
24999161,Melanchthon-Kirche,christian,protestant,church,Melanchthonplatz,1,13595,Wilhelmstadt,Berlin,,,,,,,,,,52.52122355,13.18895277921927,
24999401,St. Marien am Behnitz,christian,catholic,church,Behnitz,9,13597,Spandau,Berlin,,,,,yes,,,4,,52.53913935,13.207907176540616,
24999425,"Maria, Hilfe der Christen",christian,catholic,church,Flankenschanze,45,13585,Spandau,Berlin,"Katholische Kirchengemeinde Maria, Hilfe der Christen",,+49 30 3539630,,,,,4,,52.5403628,13.198484398363211,
25015133,St. Peter und Paul,christian,protestant,church,Nikolskoer Weg,17,14109,Wannsee,Berlin,,,+49 30 805 2100,kuesterei@kirche-nikolskoe.de,,Su 15:00,May-Oct Tu-Su 11:00-16:00; Mo off,4,,52.42471915,13.117642455614089,
25022864,Königreichssaal Jehovas Zeugen,christian,jehovahs_witness,kingdom_hall,Humboldtstraße,37-40,13403,Reinickendorf,Berlin,,https://www.jw.org/de/,,,,"We-Fr 19:00-20:45, Su 10:00-11:45, 14:00-15:45,17:00-18:45,",,,,52.570306200000005,13.33257411058991,
25034353,Sankt Hedwig Kapelle,christian,,chapel,Ollenhauerstraße,25,13403,Reinickendorf,Berlin,,,,,,,,,,52.56836245,13.332048806233871,
25038927,Evangeliums-Christen-Baptistengemeinde,christian,,church,Rosenbecker Straße,52,12689,,Berlin,,,,,,,,,,52.5722421,13.572075378538536,
25067751,Zwölf-Apostel-Kirche,christian,lutheran,church,An der Apostelkirche,1,10783,Schöneberg,Berlin,,,,,limited,,,4,,52.5004668,13.35790384173371,
25441053,Dreifaltigkeitskirche,christian,protestant,church,Paul-Schneider-Straße,4,12247,Lankwitz,Berlin,,https://www.lankwitz-kirche.de/,,,limited,,,4,,52.435605800000005,13.346271099062502,
25468515,Sankt-Annen-Kirche,christian,protestant,church,Königin-Luise-Straße,55,14195,Dahlem,Berlin,,,,,limited,Su 09:30,,4,,52.4586792,13.286591745572299,Geoportal Berlin / k5_2012_sw_sued.zip
25868094,,christian,,yes,,,,,,,,,,,,,,,52.5325273,13.371799761004787,
25992369,St. Joseph,christian,roman_catholic,church,Müllerstraße,161,13353,Wedding,Berlin,,https://www.sankt-elisabeth-berlin.de/ueber-uns/,,,yes,,,4,,52.5438458,13.36267487658533,Geoportal Berlin / Hausumringe
26287777,Sankt Canisius,christian,roman_catholic,church,Witzlebenstraße,28,14057,Charlottenburg,Berlin,,https://sanktcanisius.de/,,,yes,,,,,52.50767625,13.294010368712943,
26564731,Kreuzkirche,christian,methodist,church,,,,,,,,,,,,,,,52.5496464,13.184527808553906,
26566979,Mauritiuskirche,christian,roman_catholic,church,Mauritiuskirchstraße,1,10365,Lichtenberg,Berlin,,,+49 30 5593183,st.mauritius.berlin@gmx.de,,,,,,52.5116757,13.477850752169427,
27055207,Petrus-Kirche,christian,protestant,church,Oberhofer Platz,2,12209,Lichterfelde,Berlin,,,,,yes,,,4,,52.4249914,13.328047545195284,
27058690,Stadtkirche St. Laurentius,christian,protestant,church,Alt-Köpenick,,12555,Köpenick,Berlin,,http://www.stadtkirche-koepenick.de,,,no,,,4,,52.44660545,13.575688900948517,
27102241,al-Nur Moschee,muslim,,yes,Haberstraße,3,12057,Neukölln,Berlin,,http://www.al-nur-moschee.de/,,,,,,,,52.4641922,13.465449986814745,
27179816,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,mormon,church,Kaulbachstraße,56,12247,Lankwitz,Berlin,,,,,yes,,,,,52.439309449999996,13.34040851144513,
27214404,St. Elisabeth-Kirche,christian,protestant,church,Invalidenstraße,3,10115,Mitte,Berlin,,,+49 30 44043644,,yes,,,4,,52.5330987,13.39720332753566,
27260235,Mater Dolorosa,christian,catholic,church,Kurfürstenstraße,59,12249,Lankwitz,Berlin,,http://www.mater-dolorosa-lankwitz.de,,,,,,4,,52.42360985,13.337829648097113,
27333881,Lutherkirche,christian,protestant,yes,Lutherplatz,3,13585,Spandau,Berlin,Luther-Kirchengemeinde,,+49 30 3359024,info@luthergemeinde-spandau.de,limited,,,4,,52.548300499999996,13.204542308995753,
27346768,Dorfkirche Giesensdorf,christian,protestant,church,Ostpreußendamm,131A,12207,Lichterfelde,Berlin,,,,,limited,,,4,,52.421048,13.311586800786715,
27489615,Baptistenkirche Wedding,christian,baptist,church,Müllerstraße,14A,13353,Wedding,Berlin,,https://www.baptisten-wedding.de/,,,yes,Su 10:30,,,,52.543673850000005,13.365594571889059,
27531144,Vom Guten Hirten,christian,roman_catholic,church,,,,,,,,,,,,,,,52.41550475,13.359857406472155,
27583984,Herz-Jesu-Kirche,christian,roman_catholic,church,Brunowstraße,,13507,Tegel,Berlin,,https://herz-jesu-tegel.de/,,,yes,,,4,,52.58686255,13.27998324565571,
27631237,Heilige Familie,christian,roman_catholic,church,Kornmesserstraße,2,12205,Lichterfelde,Berlin,,https://johannesboscoberlin.de/,,,limited,,,,,52.430512199999995,13.304421763670735,
27685450,Zionskirche,christian,protestant,church,Zionskirchplatz,1,10119,Prenzlauer Berg,Berlin,,,+49 30 4492191,,yes,,Su 12:00-17:00; We-Sa 13:00-18:00,4,,52.53464745,13.403735736474358,
27702308,Alte Pfarrkirche Mahlsdorf,christian,protestant,church,Hönower Straße,13,12623,,Berlin,Evangelische Kirchengemeinde Mahlsdorf,,,,,Su 10:30,,4,,52.5061009,13.612442554768787,
28200099,Jesus-Christus-Kirche Dahlem,christian,protestant,church,,,,,,,,,,limited,,,4,,52.44990865,13.282794404115851,Geoportal Berlin / ALKIS Berlin - Gebäude
28243239,Dorfkirche Marienfelde,christian,protestant,church,,,,,,,,,,,,,,,52.41217265,13.367641540151515,
28273601,Sankt Ludwig,christian,roman_catholic,church,Ludwigkirchplatz,13,10719,,Berlin,,https://www.sanktludwig.de/,,,limited,,,4,,52.4975821,13.321799472284347,
28296808,Samariterkirche,christian,protestant,church,,,10247,Friedrichshain,Berlin,,https://www.ekfhn.de/unsere-geschichte/geschichte-der-samaritergemeinde,,,yes,Su 11:00,,4,,52.5179809,13.466524663023264,
28415099,St. Augustinus-Kirche,christian,roman_catholic,church,Dänenstraße,18,10439,Prenzlauer Berg,Berlin,Kirchenbauverein St. Augustinus zu Berlin e.V.,https://augustinus-berlin.de/,+49 30 4442217,,limited,,,,,52.550137199999995,13.406783708336718,
28431603,Hochmeisterkirche,christian,protestant,church,Westfälische Straße,70a,10709,Halensee,Berlin,,https://www.kirchengemeinde-halensee.de/,+49 30 891 69 64,,limited,,,,,52.49468865,13.300050153509616,
28502553,,christian,,yes,,,,,,,,,,,,,4,,52.63929505,13.264875215603777,
28503578,Patmos Gemeinde,christian,protestant,church,,,,,,,https://www.patmos-gemeinde.de/,,,yes,,,,,52.4652861,13.31638659930897,
28507902,Rosenkranz-Basilika,christian,roman_catholic,church,Kieler Straße,,12163,,Berlin,,https://www.rosenkranz-basilika.de/index.php/startseite.html,,,,,,4,,52.458854099999996,13.324107788888885,Geoportal Berlin / Hauskoordinaten
28665563,Bethel-Gemeinde,christian,baptist,church,,,,,,,https://www.baptisten-friedrichshain.de/,,,,Su 10:00,,,,52.5219214,13.452184767922088,Geoportal Berlin / Hausumringe
28763913,Dorfkirche Alt-Reinickendorf,christian,lutheran,yes,,,,,,,https://www.elkar.de/,,,yes,,,4,,52.575023400000006,13.352340616184211,
29401637,Neuapostolische Kirche Berlin-Brandenburg,christian,new_apostolic,church,,,,,,,,,,,,,,,52.54516375,13.20921566367356,
30016539,Advent-Kirche,christian,protestant,church,,,,,Berlin,,https://kirchengemeinde-am-friedrichshain.de/,,,no,,,4,,52.53035215,13.444108619588748,
30050297,Sankt Clemens,christian,roman_catholic,church,Stresemannstraße,66,10963,Kreuzberg,Berlin,,,,,no,"13:00,19:00",,4,,52.503198,13.385495582107357,
30098331,Wilmersdorfer Moschee,muslim,ahmadiyya,mosque,,,,,,,,,,,,,,,52.4875082,13.31153735,
30147803,Sankt-Johannis-Kirche,christian,protestant,church,Alt-Moabit,25,10559,Moabit,Berlin,,https://www.ev-gemeinde-tiergarten.de/st-johannis,,,limited,,"Mo,We,Fr 12:00-15:00",,,52.525030099999995,13.34981961573975,
30154983,Heilig-Kreuz-Kirche,christian,catholic,church,Hildegardstraße,3a,10715,Wilmersdorf,Berlin,,https://www.maria-unter-dem-kreuz.de/,,,limited,,,,,52.482122000000004,13.32796167184937,
30260513,Philipp-Melanchthon Kirche,christian,protestant,church,Kranoldstraße,17,12051,Neukölln,Berlin,,,,,yes,,,,,52.46577485,13.433901710543017,Geoportal Berlin / Hausumringe
30264176,Paulus-Kirche,christian,protestant,church,Hindenburgdamm,101,12203,,Berlin,,,,,,,We 17:00+,4,,52.43772355,13.315260049638383,
30264177,Dorfkirche Lichterfelde,christian,protestant,church,,,,,,,,,,,,,4,,52.43695315,13.314798328383464,
30432430,Dorfkirche Lankwitz,christian,protestant,church,Alt-Lankwitz,15,12247,,Berlin,,https://www.lankwitzer-kirchengemeinden.de/unsere-gemeinden/dorfkirchengemeinde/,,,yes,,"Mo,Fr,So 15:00-17:00",4,,52.438874600000005,13.354197298484848,
30432465,Dorfkirche Zehlendorf,christian,protestant,church,Clayallee,357,14169,Zehlendorf,Berlin,,http://dorfkirche-berlin-zehlendorf.de/,,,yes,,,,,52.435536400000004,13.259872549652778,
30432723,Kirche Zur Heimat,christian,lutheran,church,Heimat,24,14165,Zehlendorf,Berlin,,https://www.heimatgemeinde.de/,,,yes,,,,,52.423259,13.261189510890492,
30608770,St. Christophorus Kirche,christian,roman_catholic,church,Nansenstraße,5-6,12047,Neukölln,Berlin,,,,,limited,,,4,,52.4887598,13.4304268847639,
30706825,Martinus-Kirche,christian,protestant,church,Sterkrader Straße,47,13507,Tegel,Berlin,,https://www.tegel-borsigwalde.de/,,,,,,4,,52.5780673,13.283459605850979,
30900412,Şehitlik-Moschee,muslim,sunni,mosque,Columbiadamm,128,10965,,Berlin,,,+49 30 6921118,,no,,,,,52.48146835,13.409690005813953,
30931831,Paul-Gerhardt-Kirche,christian,protestant,church,Hauptstraße,47,10827,Schöneberg,Berlin,,https://www.alt-schoeneberg.de/,,,yes,,,4,,52.4829344,13.348898878967393,
30931832,Dorfkirche Schöneberg,christian,protestant,church,Hauptstraße,46,10827,Schöneberg,Berlin,,https://www.alt-schoeneberg.de/,,,yes,,,4,,52.482992800000005,13.34947718770181,
31056775,St.-Norbert-Kirche,christian,roman_catholic,church,Dominicusstraße,15;17,10823,Schöneberg,Berlin,,http://www.st-norbert-berlin.de,,,,,,4,,52.4828252,13.34707180547759,
31236128,Evangelische Silas-Kirche,christian,protestant,apartments,Großgörschenstraße,10,10827,Schöneberg,Berlin,,,,,limited,,,,,52.4913334,13.36538049944015,
31284334,Emmaus-Kirche,christian,protestant,church,Onkel-Tom-Straße,80,14169,,Berlin,Emmaus-Gemeinde,https://www.ema-gemeinde.de/,,,yes,Su 10:00,Th 12:00-18:00,4,,52.4487239,13.251311790000766,
31536895,Kapelle,christian,protestant,chapel,Großgörschenstraße,10-12,10829,Schöneberg,Berlin,,,,,no,,,yes,,52.490699500000005,13.367604482771082,
