,religious_id,name,religion,denomination,institution_type,street,housenumber,postcode,website,phone_number,email,wheelchair_accessible,service_times,opening_hours,heritage,historic,geometry,geom_point,latitude,longitude,wikidata,wikipedia,address,denomination_std,district,neighborhood,neighborhood_id,district_id
211,23045955,Hoffnungskirche Neu-Tegel,christian,protestant,church,,,13509,,,,,,,,,"POLYGON ((13.2950031 52.5927853, 13.2948611 52.5927816, 13.2948788 52.5927334, 13.2948269 52.5925387, 13.2949459 52.5925304, 13.2950344 52.5925408, 13.2951054 52.5924417, 13.2951928 52.5924521, 13.2951538 52.5925825, 13.2951255 52.5926761, 13.2951075 52.5926756, 13.2950654 52.5927201, 13.2950031 52.5927853))",POINT (13.294995354819998 52.59262905),52.59262905,13.294995354819998,Q15815757,de:Hoffnungskirche (Berlin-Tegel),"Berlin, 13509",protestant,Reinickendorf,Tegel,1202,11012012
212,23055033,St.-Nikolaus-Kirche,christian,roman_catholic,church,,,,,,,,"Fr 09:00; Su 12:00,18:00",,,,"POLYGON ((13.3308362 52.5917958, 13.3306136 52.5917907, 13.3306143 52.5917594, 13.3305797 52.5917601, 13.3305825 52.5917314, 13.3305469 52.5917317, 13.3305497 52.5917021, 13.3305132 52.5917007, 13.3305132 52.5916734, 13.3304794 52.5916712, 13.3304829 52.5916432, 13.3304486 52.5916418, 13.3304555 52.5915839, 13.3304978 52.5915696, 13.330543 52.5915714, 13.3305617 52.5915593, 13.3305624 52.5915433, 13.3305842 52.5915348, 13.3305835 52.5915264, 13.3306317 52.5915066, 13.3306448 52.5915086, 13.3306748 52.5914986, 13.3307765 52.591519, 13.3308267 52.5915306, 13.3308178 52.5915498, 13.3308608 52.5915608, 13.3308495 52.5915806, 13.3308958 52.5915905, 13.330883 52.5916104, 13.3309276 52.59162, 13.330914 52.5916396, 13.3309589 52.5916506, 13.3309464 52.5916679, 13.330996 52.5916788, 13.3309527 52.5917434, 13.3308362 52.5917958))",POINT (13.330713117386363 52.5916469),52.5916469,13.330713117386363,Q11722075,de:St. Nikolaus (Berlin-Wittenau),,roman_catholic,Reinickendorf,Wittenau,1209,11012012
213,23175400,Synagoge Rykestraße,jewish,jewish,synagogue,Rykestraße,53,10405,http://www.jg-berlin.org/judentum/synagogen/rykestrasse.html,,,limited,,,4,,"POLYGON ((13.4187779 52.5356536, 13.4188435 52.535635, 13.418974 52.5355959, 13.4189156 52.5355325, 13.4189204 52.5355159, 13.4189571 52.5355029, 13.4189503 52.5354945, 13.4189729 52.535485, 13.4189666 52.5354782, 13.4189605 52.5354802, 13.4189083 52.5354316, 13.4189143 52.5354294, 13.4189052 52.5354205, 13.4188985 52.5354228, 13.4188474 52.5353736, 13.418854 52.5353711, 13.4188459 52.5353633, 13.4188392 52.5353656, 13.4187889 52.5353163, 13.4187949 52.5353139, 13.4187852 52.5353048, 13.4187799 52.5353068, 13.4187314 52.5352617, 13.418755 52.5352521, 13.4186247 52.5351237, 13.418618 52.5351259, 13.4185503 52.5350613, 13.4184255 52.535099, 13.4184353 52.535116, 13.4184888 52.5351229, 13.4185067 52.5351446, 13.418332 52.5352124, 13.4182914 52.5351794, 13.4182362 52.5352035, 13.4182064 52.5352164, 13.4183138 52.5353244, 13.4182874 52.5353363, 13.4182911 52.53534, 13.418285 52.5353628, 13.418315 52.5353921, 13.4183483 52.5353969, 13.4183543 52.5354023, 13.4183806 52.5353917, 13.4183872 52.5353979, 13.4184058 52.5353899, 13.4184483 52.5354313, 13.4184432 52.5354339, 13.4184535 52.5354444, 13.4184593 52.535442, 13.4185082 52.5354892, 13.4185004 52.5354925, 13.4185085 52.5354995, 13.4185149 52.5354967, 13.4185686 52.5355485, 13.4185622 52.535551, 13.4185698 52.5355584, 13.4185759 52.5355559, 13.4185817 52.5355614, 13.4185665 52.5355678, 13.4185988 52.5355989, 13.4186116 52.5355934, 13.4186315 52.5356135, 13.4186703 52.5355993, 13.41873 52.5356061, 13.4187779 52.5356536))",POINT (13.418556380983773 52.535351399999996),52.535351399999996,13.418556380983773,Q246314,de:Synagoge Rykestraße,"Rykestraße, 53, Prenzlauer Berg, Berlin, 10405",jewish,Pankow,Prenzlauer Berg,0301,11003003
214,23367025,Dorfkirche Alt-Tegel,christian,protestant,church,,,13507,,,,limited,,,4,,"POLYGON ((13.2770332 52.5880689, 13.2770272 52.588065, 13.2770224 52.5880551, 13.2770272 52.5880459, 13.2770328 52.5880417, 13.2770384 52.5880389, 13.2770483 52.5880365, 13.2770548 52.5880362, 13.2770767 52.5879903, 13.2770985 52.5879443, 13.2770957 52.5879411, 13.2770938 52.5879377, 13.2770929 52.5879342, 13.2770931 52.5879306, 13.2770944 52.5879271, 13.2770968 52.5879238, 13.2771001 52.5879208, 13.2771042 52.5879182, 13.2771091 52.5879161, 13.2771144 52.5879146, 13.2771201 52.5879138, 13.277126 52.5879128, 13.2774677 52.5879817, 13.2775091 52.5879901, 13.2774999 52.588009, 13.2775185 52.588019, 13.2775299 52.5880283, 13.277538 52.5880386, 13.2775424 52.5880483, 13.2775439 52.5880555, 13.2775632 52.5880588, 13.2775816 52.5880731, 13.27757 52.5880953, 13.2775513 52.5881002, 13.2775245 52.5880947, 13.2775176 52.5881036, 13.2775063 52.5881119, 13.2774942 52.5881176, 13.277481 52.5881215, 13.2774599 52.5881245, 13.2774442 52.5881235, 13.2774349 52.5881426, 13.2773913 52.5881346, 13.2770332 52.5880689))",POINT (13.277292493954246 52.58802365),52.58802365,13.277292493954246,Q1244081,de:Dorfkirche Alt-Tegel,"Berlin, 13507",protestant,Reinickendorf,Tegel,1202,11012012
215,23453483,Ev. Kornelius Kirche,christian,lutheran,church,Dubliner Straße,,13349,,,,,,,,,"POLYGON ((13.3436978 52.559377, 13.3437455 52.5593507, 13.3436959 52.5593182, 13.343794 52.5592656, 13.3438155 52.5592797, 13.3438673 52.5592532, 13.343891 52.5592693, 13.3439384 52.5592445, 13.3439682 52.5592636, 13.3440137 52.5592375, 13.3440255 52.5592462, 13.3440437 52.5592365, 13.3440305 52.5592282, 13.3441909 52.5591389, 13.3442119 52.559155, 13.3442661 52.5591244, 13.3444734 52.5592641, 13.3442652 52.5593824, 13.3441871 52.559332, 13.344229 52.5593088, 13.3441476 52.5592559, 13.3439468 52.5593675, 13.344103 52.5594707, 13.3440266 52.5595143, 13.3439109 52.5594392, 13.3438921 52.5594486, 13.3438287 52.5594067, 13.3437846 52.5594305, 13.3436978 52.559377))",POINT (13.343864760033636 52.559325099999995),52.559325099999995,13.343864760033636,Q17353757,,"Dubliner Straße, Berlin, 13349",lutheran,Mitte,Wedding,0105,11001001
216,23453689,Apostel-Paulus-Kirche,christian,protestant,church,Grunewaldstraße,77a,10823,https://ev-apostel-paulus-kirchengemeinde.de/,,,yes,,,4,,"POLYGON ((13.352757 52.4894107, 13.3527456 52.4894096, 13.3527426 52.4894215, 13.3527328 52.4894206, 13.3527295 52.4894271, 13.3526813 52.4894225, 13.3526281 52.4894174, 13.3526305 52.4894108, 13.3526205 52.4894098, 13.3526236 52.4893981, 13.3526154 52.4893973, 13.3526167 52.4893919, 13.3525947 52.4893898, 13.3525971 52.4893809, 13.3525416 52.4893756, 13.3525391 52.4893851, 13.3525189 52.4893833, 13.3525214 52.4893735, 13.3525061 52.489372, 13.3525075 52.4893667, 13.3524774 52.4893638, 13.3524796 52.4893552, 13.3524833 52.4893407, 13.3524895 52.4893162, 13.3524972 52.4893159, 13.3524986 52.4893108, 13.3524843 52.4893094, 13.3524742 52.4893162, 13.3524656 52.4893115, 13.352472 52.4893072, 13.3524513 52.4892894, 13.3524432 52.4892897, 13.3524402 52.4892828, 13.3524499 52.4892813, 13.3524551 52.4892597, 13.3524469 52.4892564, 13.3524527 52.4892511, 13.3524609 52.4892543, 13.3524885 52.4892422, 13.352486 52.4892355, 13.3524967 52.489234, 13.352499 52.48924, 13.3525416 52.4892444, 13.3525433 52.4892385, 13.3525545 52.4892397, 13.3525529 52.4892454, 13.3525672 52.4892469, 13.3525686 52.4892425, 13.3525847 52.4892441, 13.3525991 52.4891927, 13.3525801 52.4891907, 13.3525837 52.4891779, 13.3526029 52.4891799, 13.3526172 52.4891287, 13.3525743 52.4891244, 13.3525716 52.489134, 13.3525471 52.4891315, 13.352549 52.4891246, 13.3525404 52.4891161, 13.3525273 52.4891149, 13.3525312 52.4890996, 13.352551 52.4891014, 13.3525719 52.4890191, 13.352553 52.4890173, 13.3525565 52.4890036, 13.3525714 52.489005, 13.3525812 52.4890006, 13.3525825 52.4889958, 13.3525882 52.4889918, 13.3525919 52.4889777, 13.3525943 52.4889687, 13.3525849 52.4889654, 13.3525904 52.4889595, 13.3525992 52.4889626, 13.3526296 52.4889499, 13.3526313 52.4889431, 13.352638 52.4889168, 13.3526314 52.4889129, 13.3526404 52.4889071, 13.3526454 52.4889089, 13.3526616 52.4889035, 13.3526588 52.4888976, 13.35267 52.4888956, 13.3526721 52.4888998, 13.3526934 52.4889016, 13.3526975 52.4888986, 13.3527076 52.4889018, 13.352703 52.4889074, 13.3527125 52.4889165, 13.352725 52.4889158, 13.352726 52.4889215, 13.3527163 52.488922, 13.3527176 52.4889303, 13.3527668 52.4889355, 13.3527616 52.4889199, 13.3527838 52.4889171, 13.3527877 52.488929, 13.3528364 52.4889336, 13.352845 52.4889239, 13.352864 52.48893, 13.3528522 52.4889436, 13.3528777 52.4889634, 13.3529007 52.4889604, 13.3529109 52.4889722, 13.3529466 52.4889749, 13.3529498 52.4889725, 13.3529529 52.4889745, 13.352958 52.4889778, 13.352957 52.4889791, 13.3529807 52.4889986, 13.3529923 52.4889962, 13.3529957 52.4890025, 13.352987 52.4890042, 13.3529864 52.4890238, 13.3529967 52.4890335, 13.3529945 52.4890429, 13.3529995 52.4890493, 13.3530165 52.489051, 13.3530125 52.4890654, 13.3529919 52.4890632, 13.3529696 52.4891443, 13.3529886 52.4891464, 13.3529845 52.4891611, 13.3529703 52.4891596, 13.3529596 52.489165, 13.3529569 52.4891744, 13.3529324 52.4891718, 13.3529354 52.4891613, 13.352894 52.4891569, 13.3528798 52.4892067, 13.3528996 52.4892088, 13.3528956 52.4892231, 13.3528767 52.4892211, 13.3528621 52.4892724, 13.3528804 52.4892743, 13.3528817 52.4892784, 13.3528955 52.4892798, 13.3528972 52.4892739, 13.3529097 52.4892752, 13.3529081 52.489281, 13.3529465 52.4892849, 13.3529515 52.4892813, 13.3529616 52.489284, 13.3529565 52.4892914, 13.3529746 52.4893052, 13.3529864 52.4893049, 13.3529889 52.4893112, 13.3529794 52.4893126, 13.3529737 52.4893332, 13.3529832 52.4893404, 13.3529738 52.489345, 13.3529683 52.4893411, 13.3529401 52.4893548, 13.3529432 52.4893599, 13.3529317 52.4893626, 13.3529267 52.4893546, 13.3529115 52.489353, 13.3529103 52.4893571, 13.3529165 52.4893594, 13.3529066 52.4893979, 13.3529047 52.4894051, 13.3528746 52.4894022, 13.352873 52.489408, 13.3528584 52.4894067, 13.3528561 52.4894152, 13.3528356 52.4894132, 13.3528379 52.4894044, 13.3527799 52.4893989, 13.3527778 52.4894072, 13.3527587 52.4894054, 13.352757 52.4894107))",POINT (13.352749898047072 52.489163149999996),52.489163149999996,13.352749898047072,Q619821,de:Apostel-Paulus-Kirche (Berlin-Schöneberg),"Grunewaldstraße, 77a, Berlin, 10823",protestant,Tempelhof-Schöneberg,Schöneberg,0701,11007007
217,23495060,Gethsemane-Kirche,christian,protestant,church,Stargarder Straße,77,10437,,,,limited,Su 11:00,Mo-Fr 11:00-18:00,4,,"POLYGON ((13.4163861 52.5478541, 13.4164481 52.5478443, 13.4164555 52.5478537, 13.4164752 52.5478479, 13.4164654 52.5478348, 13.4165065 52.5478086, 13.4165244 52.5478158, 13.416535 52.5478054, 13.4165166 52.5477981, 13.4165327 52.54776, 13.4165561 52.5477593, 13.4165555 52.5477477, 13.4165363 52.5477479, 13.4165177 52.547714, 13.4165362 52.5477069, 13.416529 52.5476964, 13.4165086 52.5477017, 13.4164697 52.5476739, 13.4164717 52.5476631, 13.4164548 52.5476601, 13.4164506 52.5476696, 13.4164284 52.5476658, 13.4164305 52.5476579, 13.4164182 52.5476557, 13.4164071 52.5476484, 13.4164031 52.5476423, 13.4164056 52.547634, 13.4163848 52.5476309, 13.4163799 52.5476438, 13.4163644 52.5476507, 13.4163147 52.5476423, 13.4163057 52.5476342, 13.4163145 52.5476139, 13.4163405 52.547618, 13.4163456 52.5476068, 13.4163178 52.5476013, 13.4163252 52.5475866, 13.4163059 52.5475834, 13.4162986 52.5475982, 13.4162058 52.5475831, 13.4162125 52.5475673, 13.4161891 52.5475638, 13.4161827 52.5475804, 13.4161578 52.5475761, 13.4161527 52.5475882, 13.4161777 52.5475926, 13.4161738 52.5476045, 13.4161702 52.547614, 13.4161485 52.547615, 13.4161049 52.5476071, 13.4161102 52.5475941, 13.4160905 52.5475905, 13.416084 52.547603, 13.4160272 52.5475936, 13.4160307 52.5475809, 13.4160093 52.5475771, 13.4160035 52.5475893, 13.4159407 52.5475788, 13.415937 52.5475689, 13.4159421 52.5475566, 13.4159238 52.5475539, 13.415919 52.5475662, 13.4159024 52.547574, 13.4158755 52.5475697, 13.4158709 52.5475813, 13.4158904 52.5475843, 13.415883 52.5476057, 13.4158706 52.5476041, 13.4158639 52.5476187, 13.4158445 52.5476235, 13.4158465 52.5476164, 13.4158108 52.547611, 13.4158074 52.5476191, 13.4157941 52.5476172, 13.4158032 52.5475936, 13.4157788 52.5475903, 13.4157723 52.5476108, 13.4157555 52.5476164, 13.4157246 52.5476125, 13.4157206 52.5476208, 13.4157123 52.5476196, 13.4157037 52.5476122, 13.4156927 52.5476172, 13.4156988 52.5476231, 13.4156907 52.5476431, 13.4156842 52.5476597, 13.4156719 52.5476647, 13.4156763 52.5476697, 13.4156854 52.5476662, 13.4156974 52.5476682, 13.4156935 52.5476784, 13.4157192 52.5476823, 13.4157334 52.547691, 13.4157269 52.5477134, 13.4157498 52.5477168, 13.4157566 52.5476962, 13.4157684 52.5476978, 13.4157656 52.5477059, 13.4158043 52.5477124, 13.4158078 52.5477035, 13.4158192 52.547715, 13.4158143 52.5477287, 13.4158217 52.5477295, 13.4158145 52.5477518, 13.4157916 52.5477487, 13.4157873 52.54776, 13.4158094 52.5477632, 13.4158194 52.5477729, 13.4158145 52.5477879, 13.4158338 52.5477908, 13.4158389 52.5477777, 13.4158607 52.5477738, 13.415915 52.5477828, 13.4159106 52.5477949, 13.415933 52.5477987, 13.4159377 52.547786, 13.4160003 52.5477962, 13.4159952 52.5478102, 13.4160158 52.5478133, 13.4160209 52.5477996, 13.4160657 52.5478065, 13.4160753 52.5478129, 13.4160739 52.547821, 13.4160701 52.5478351, 13.4160373 52.547831, 13.4160342 52.5478436, 13.4160583 52.5478468, 13.4160504 52.5478653, 13.4160747 52.5478684, 13.4160822 52.5478519, 13.4161796 52.5478663, 13.4161726 52.5478839, 13.4161942 52.5478872, 13.4162 52.5478702, 13.4162257 52.5478739, 13.4162289 52.5478629, 13.4162048 52.5478589, 13.4162109 52.5478396, 13.4162253 52.5478348, 13.4162721 52.5478417, 13.4162807 52.5478511, 13.4162753 52.5478673, 13.4163006 52.5478705, 13.4163011 52.5478625, 13.4163107 52.5478591, 13.416324 52.5478544, 13.4163414 52.547855, 13.4163414 52.5478506, 13.4163672 52.5478513, 13.4163662 52.5478664, 13.4163848 52.5478664, 13.4163861 52.5478541))",POINT (13.416169464493573 52.547722750000005),52.547722750000005,13.416169464493573,Q32664282,de:Gethsemanekirche (Berlin),"Stargarder Straße, 77, Prenzlauer Berg, Berlin, 10437",protestant,Pankow,Prenzlauer Berg,0301,11003003
218,23714037,Wichernkirche,christian,protestant,church,,,,,,,yes,,,,,"POLYGON ((13.2063351 52.5678002, 13.2060961 52.5676546, 13.2062103 52.5675831, 13.2064488 52.5677325, 13.2064454 52.567774, 13.2064012 52.5678009, 13.2063351 52.5678002))",POINT (13.206273328283054 52.56769355),52.56769355,13.206273328283054,Q2567440,de:Wichernkirche (Berlin-Hakenfelde),,protestant,Spandau,Hakenfelde,0507,11005005
219,23813200,Nikolaikirche,christian,,church,Nikolaikirchplatz,,10178,,+49 30 24002162,poststelle@stadtmuseum.de,limited,,Mo-Su 10:00-18:00,4,,"POLYGON ((13.4071138 52.5169457, 13.4071167 52.5168984, 13.4069813 52.5168954, 13.4069867 52.5168064, 13.4069924 52.5167137, 13.4070653 52.5167154, 13.4070664 52.5166937, 13.4070576 52.5166935, 13.4070584 52.5166774, 13.4070475 52.5166772, 13.4070482 52.5166649, 13.4070682 52.5166654, 13.4070697 52.5166398, 13.4070497 52.5166393, 13.4070505 52.5166266, 13.40707 52.5166271, 13.4070707 52.5166157, 13.4070917 52.5166162, 13.407091 52.5166274, 13.4071579 52.5166292, 13.4072 52.5166304, 13.4072362 52.5166314, 13.407237 52.5166199, 13.4072578 52.5166203, 13.4072571 52.5166316, 13.4072757 52.516632, 13.4072749 52.5166445, 13.4072549 52.516644, 13.4072533 52.5166698, 13.4076138 52.5166807, 13.4076138 52.5166855, 13.4076314 52.5166849, 13.4076417 52.5166917, 13.4076439 52.5166835, 13.4077219 52.51669, 13.407721 52.5166944, 13.4077283 52.5166953, 13.4077274 52.5166985, 13.4078053 52.5167058, 13.4078052 52.5167009, 13.4078272 52.5167014, 13.407827 52.5167052, 13.4078859 52.5167082, 13.4078876 52.5167045, 13.4079048 52.516707, 13.4079053 52.5167103, 13.4079526 52.5167244, 13.4079549 52.5167221, 13.4079706 52.5167288, 13.4079677 52.5167315, 13.4080057 52.5167566, 13.4080101 52.5167551, 13.4080203 52.5167649, 13.4080163 52.5167666, 13.408035 52.5167972, 13.4080408 52.516797, 13.4080434 52.5168076, 13.4080383 52.5168084, 13.4080399 52.5168458, 13.4080447 52.5168468, 13.4080409 52.5168578, 13.4080358 52.5168571, 13.4080124 52.5168888, 13.4080163 52.5168909, 13.4080058 52.5169002, 13.4080014 52.5168986, 13.4079642 52.5169227, 13.4079664 52.5169252, 13.4079511 52.5169319, 13.407948 52.5169294, 13.4078977 52.5169408, 13.4078986 52.5169438, 13.4078799 52.5169457, 13.4078785 52.5169425, 13.4078123 52.516945, 13.4078094 52.5170158, 13.4076665 52.5170129, 13.4076694 52.5169583, 13.4071138 52.5169457))",POINT (13.407512272022473 52.5168271),52.5168271,13.407512272022473,Q679052,de:Nikolaikirche (Berlin),"Nikolaikirchplatz, Mitte, Berlin, 10178",general_christian,Mitte,Mitte,0101,11001001
220,23816415,Sophienkirche,christian,protestant,church,Sophienstraße,2a,10178,,,geschaeftsfuehrung@gemeinde-am-weinberg.de,limited,,13:00-18:00,4,,"POLYGON ((13.4004007 52.525682, 13.4003963 52.5256921, 13.4004389 52.5256987, 13.4004435 52.5256891, 13.4004947 52.5256974, 13.4005674 52.5255373, 13.4005154 52.5255286, 13.4005199 52.5255198, 13.4004798 52.5255127, 13.4004753 52.525522, 13.400395 52.525508, 13.4004203 52.5254519, 13.400185 52.5254142, 13.4001593 52.5254688, 13.3998463 52.525416, 13.3998316 52.525449, 13.3998234 52.5254476, 13.3998208 52.5254533, 13.3998117 52.5254517, 13.3998095 52.5254565, 13.3998019 52.5254552, 13.3997937 52.5254731, 13.3998022 52.5254745, 13.399784 52.525514, 13.3997761 52.5255127, 13.3997681 52.5255301, 13.3997761 52.5255315, 13.3997738 52.5255365, 13.3997826 52.525538, 13.3997802 52.5255432, 13.3997868 52.5255443, 13.3997731 52.5255762, 13.3999725 52.5256101, 13.3999681 52.5256194, 13.4000067 52.5256267, 13.4000117 52.5256171, 13.4001864 52.5256454, 13.400181 52.5256557, 13.4002185 52.5256622, 13.400223 52.5256525, 13.4004007 52.525682))",POINT (13.400168464303562 52.52556025),52.52556025,13.400168464303562,Q470667,de:Sophienkirche (Berlin),"Sophienstraße, 2a, Mitte, Berlin, 10178",protestant,Mitte,Mitte,0101,11001001
221,24026432,Neuapostolische Gemeinde,christian,new_apostolic,place_of_worship,,,,,,,limited,Su 09:30; We 19:30,,,,"POLYGON ((13.5595771 52.4119827, 13.5597878 52.4118706, 13.5598059 52.4118838, 13.5598515 52.4118598, 13.5599047 52.4118966, 13.559856 52.411923, 13.5598744 52.411936, 13.559665 52.4120467, 13.5595771 52.4119827))",POINT (13.559725609583541 52.411959350000004),52.411959350000004,13.559725609583541,,,,new_apostolic,Treptow-Köpenick,Altglienicke,0906,11009009
222,24032288,Friedenskirche,christian,,place_of_worship,Don-Ugoletti-Platz,1,12527,,,,,,,,,"POLYGON ((13.5779509 52.4180057, 13.5779476 52.4180025, 13.5779354 52.4179989, 13.5779186 52.4179993, 13.5779047 52.4180014, 13.5778918 52.4180112, 13.5778893 52.4180209, 13.5778932 52.4180306, 13.5778817 52.4180243, 13.5776817 52.4181368, 13.577689 52.4181426, 13.577649 52.4181647, 13.5776999 52.4182016, 13.5776943 52.4182056, 13.577689 52.4182109, 13.5776842 52.4182195, 13.5776827 52.4182272, 13.5776829 52.4182375, 13.5776885 52.4182493, 13.5776977 52.4182573, 13.5777088 52.4182629, 13.5777232 52.4182675, 13.5777389 52.4182692, 13.5777526 52.4182686, 13.5777677 52.4182659, 13.5777822 52.4182581, 13.5778279 52.4182327, 13.5778447 52.4182449, 13.5780372 52.4181362, 13.5780532 52.4181466, 13.5780636 52.4181406, 13.5780745 52.418144, 13.5780902 52.4181442, 13.5781034 52.4181399, 13.578113 52.4181324, 13.5781166 52.4181269, 13.5781159 52.4181189, 13.5781122 52.4181129, 13.5781168 52.4181103, 13.5780786 52.4180864, 13.5781075 52.4180708, 13.5780969 52.4180639, 13.5780999 52.4180613, 13.5780366 52.4180189, 13.5780045 52.4180385, 13.5779509 52.4180057))",POINT (13.577898356222223 52.4181343),52.4181343,13.577898356222223,Q1456788,de:Friedenskirche (Grünau),"Don-Ugoletti-Platz, 1, Grünau, Berlin, 12527",general_christian,Treptow-Köpenick,Grünau,0913,11009009
223,24049589,Dorfkirche Bohnsdorf,christian,protestant,church,Dorfplatz,,12526,http://www.kirche-bohnsdorf.de/,,,,,,4,yes,"POLYGON ((13.5559978 52.3996375, 13.5560127 52.3996062, 13.5559832 52.3996009, 13.5559965 52.3995728, 13.5560259 52.399578, 13.55604 52.3995481, 13.5562632 52.3995874, 13.5562554 52.3996041, 13.5563014 52.3996123, 13.5563222 52.3996326, 13.5563103 52.3996577, 13.5562785 52.3996676, 13.5562628 52.3997009, 13.5562306 52.3996952, 13.5562272 52.3997023, 13.5562064 52.3997098, 13.55618 52.3997051, 13.5561679 52.3996884, 13.5561769 52.3996691, 13.5559978 52.3996375))",POINT (13.556158382188498 52.399622449999995),52.399622449999995,13.556158382188498,Q1244163,de:Dorfkirche Bohnsdorf,"Dorfplatz, Bohnsdorf, Berlin, 12526",protestant,Treptow-Köpenick,Bohnsdorf,0908,11009009
224,24054915,Neue Synagoge,jewish,,synagogue,,,,,+49 30 88028300,office@centrumjudaicum.de,yes,,Apr-Sep: Su-Mo 10:00-20:00; Tu-Th 10:00-18:00; Fr 10:00-17:00; Mar-Oct: Su-Mo 10:00-20:00; Tu-Th 10:00-18:00; Fr 10:00-14:00; Nov-Feb: Su-Th 10:00-18:00; Fr 10:00-14:00,4,,"POLYGON ((13.3940892 52.5250202, 13.3940369 52.5249774, 13.393934 52.5248653, 13.393966 52.5248569, 13.3940006 52.5248477, 13.3940265 52.5248836, 13.3940424 52.5248794, 13.394038 52.5248731, 13.3940708 52.5248645, 13.3940752 52.5248708, 13.394229 52.5248303, 13.3942253 52.5248249, 13.3942608 52.5248154, 13.3942673 52.5248243, 13.3942869 52.524819, 13.3942562 52.52478, 13.3942908 52.5247709, 13.3943257 52.5247616, 13.3944312 52.5248559, 13.3944948 52.524905, 13.3946525 52.5250274, 13.3946986 52.5250632, 13.3947057 52.5250687, 13.3944466 52.5252118, 13.3944408 52.5252081, 13.3944646 52.525192, 13.3943241 52.5250989, 13.3943645 52.5250717, 13.3942091 52.5249922, 13.3941512 52.52499, 13.3940892 52.5250202))",POINT (13.394320397670807 52.5249837),52.5249837,13.394320397670807,Q246474,de:Neue Synagoge (Berlin),,,Mitte,Mitte,0101,11001001
225,24154713,Kath. Kirche Christus König,christian,catholic,church,Nipkowstraße,17,12489,http://www.dekanat-koepenick.de/adlershof/index.html,,,,,,4,,"POLYGON ((13.549703 52.4369503, 13.549843 52.4370144, 13.5498526 52.4370068, 13.5499137 52.4370337, 13.5498417 52.4370904, 13.5498271 52.4370839, 13.5498241 52.4371097, 13.5497974 52.4371289, 13.5497653 52.4371348, 13.5497237 52.4371162, 13.5496833 52.4371449, 13.5494319 52.4370249, 13.5495921 52.436896, 13.549703 52.4369503))",POINT (13.54966010600008 52.437019649999996),52.437019649999996,13.54966010600008,Q15794398,de:Christus König (Berlin),"Nipkowstraße, 17, Adlershof, Berlin, 12489",roman_catholic,Treptow-Köpenick,Adlershof,0907,11009009
226,24154733,Evangelische Verklärungskirche,christian,protestant,church,Arndtstraße,12,12489,https://www.evkia.de/,,,yes,Gottesdienst am Sonntag um 10 Uhr,,4,,"POLYGON ((13.5512353 52.4380604, 13.5512976 52.4380141, 13.5513124 52.4380157, 13.5513291 52.4380141, 13.5513433 52.4380102, 13.5513559 52.4380048, 13.5513638 52.4379973, 13.55137 52.4379877, 13.5513717 52.4379795, 13.5513717 52.437971, 13.5513709 52.4379657, 13.5513676 52.4379577, 13.5514086 52.4379315, 13.5513694 52.4379082, 13.5513715 52.4379056, 13.5510861 52.4377632, 13.5510913 52.437751, 13.5510898 52.4377432, 13.5510715 52.4377309, 13.5510393 52.4377287, 13.5509849 52.4377664, 13.5509707 52.4377583, 13.5509481 52.4377749, 13.550953 52.4377774, 13.5509335 52.4377921, 13.5509167 52.4378043, 13.5509124 52.4378018, 13.5508894 52.437819, 13.5509046 52.4378269, 13.5508626 52.4378567, 13.5508646 52.4378781, 13.550874 52.437885, 13.5508885 52.4378913, 13.550914 52.4378923, 13.5509328 52.4378855, 13.5512095 52.4380254, 13.5511946 52.4380391, 13.5512353 52.4380604))",POINT (13.551158786973023 52.437898950000005),52.437898950000005,13.551158786973023,,de:Verklärungskirche (Adlershof),"Arndtstraße, 12, Adlershof, Berlin, 12489",protestant,Treptow-Köpenick,Adlershof,0907,11009009
227,24155038,"Freie Evangelische Gemeinde ""Schwedenkirche""",christian,,place_of_worship,,,,http://www.schwedenkirche.de/,,,no,,,,,"POLYGON ((13.5544946 52.4368629, 13.554414 52.4368236, 13.5544645 52.4367852, 13.554198 52.4366549, 13.5541422 52.4366973, 13.5540851 52.4367407, 13.5542998 52.4368456, 13.5542406 52.4368906, 13.5541842 52.4369335, 13.5543166 52.4369982, 13.5544946 52.4368629))",POINT (13.554356922986873 52.4368346),52.4368346,13.554356922986873,,,,general_christian,Treptow-Köpenick,Adlershof,0907,11009009
228,24210814,Dorfkirche Schmöckwitz,christian,protestant,church,Alt-Schmöckwitz,1-15,12527,https://www.evkirche-schmoeckwitz.de/,,,no,,,4,,"POLYGON ((13.64978 52.3754829, 13.6499893 52.3754427, 13.6500328 52.3755271, 13.6498235 52.3755672, 13.6498129 52.3755473, 13.6498033 52.3755281, 13.6497932 52.3755079, 13.64978 52.3754829))",POINT (13.64990153086493 52.375495400000005),52.375495400000005,13.64990153086493,Q1244714,de:Dorfkirche Schmöckwitz,"Alt-Schmöckwitz, 1-15, Schmöckwitz, Berlin, 12527",protestant,Treptow-Köpenick,Schmöckwitz,0915,11009009
