type,id,lat,lon,tags.addr:city,tags.addr:country,tags.addr:housenumber,tags.addr:postcode,tags.addr:street,tags.addr:suburb,tags.amenity,tags.check_date:opening_hours,tags.compressed_air,tags.fuel:adblue,tags.fuel:biodiesel,tags.fuel:diesel,tags.fuel:e10,tags.fuel:octane_95,tags.fuel:octane_98,tags.name,tags.opening_hours,tags.operator,tags.shop,tags.wheelchair,tags.brand,tags.brand:wikidata,tags.brand:wikipedia,tags.fuel:GTL_diesel,tags.fuel:biogas,tags.fuel:cng,tags.fuel:lpg,tags.fuel:octane_102,tags.surveillance,tags.website,tags.check_date,tags.dog,tags.email,tags.fax,tags.phone,tags.start_date,tags.indoor_seating,tags.organic,tags.outdoor_seating,tags.smoking,tags.opening_hours:signed,tags.diet:halal,tags.level,tags.payment:credit_cards,tags.payment:debit_cards,tags.payment:apple_pay,tags.payment:cards,tags.payment:cash,tags.payment:google_pay,tags.payment:paypal,tags.drink:club-mate,tags.entrance,tags.FIXME,tags.created_by,tags.name:signed,tags.toilets:wheelchair,tags.wheelchair:description,tags.noname,tags.post_office,tags.post_office:service_provider,tags.lottery,tags.post_office:brand,tags.post_office:ref,tags.origin,tags.alt_name,tags.cuisine,tags.ref:vatin,tags.name:de,tags.name:en,tags.addr:floor,tags.air_conditioning,tags.contact:instagram,tags.contact:website,tags.internet_access,tags.stroller,tags.toilets,tags.access:covid19,tags.delivery:covid19,tags.post_office:type,tags.contact:fax,tags.contact:phone,tags.name:ru,tags.opening_hours:covid19,tags.takeaway:covid19,tags.internet_access:fee,tags.atm,tags.atm:operator,tags.note:de,tags.ref:Hermes,tags.description,tags.coffee,tags.tobacco,tags.post_office:brand:wikidata,tags.note,tags.operator:wikidata,tags.ref,tags.currency:EUR,tags.source,tags.diet:gluten_free,tags.leisure,tags.cafe,tags.payment:coins,tags.vending:sweets,tags.vending:toys,tags.service:phone,tags.type,tags.diet:kosher,tags.diet:vegetarian,tags.post_box,tags.operator:wikipedia,tags.changing_table,tags.payment:mastercard,tags.payment:visa,tags.second_hand,tags.toilets:menstrual_products,tags.takeaway,tags.toilets:access,tags.parcel_pickup,tags.drink:coffee,tags.sells:tobacco,tags.name:zh,tags.addr:housename,tags.fixme,tags.contact:mobile,tags.dry_cleaning,tags.ice_cream,tags.drink:beer,tags.tickets:public_transport,tags.diet:vegan,tags.branch,tags.bulk_purchase,tags.diet:organic,tags.frozen_yogurt,tags.reusable_packaging:offer,tags.contact:email,tags.lgbtq,tags.post_office:letter,tags.post_office:parcel_to,tags.addr:place,tags.post_office:parcel_from,tags.post_office:parcel_pickup,tags.ref:deutsche_post,tags.tourism,tags.fair_trade,tags.payment:contactless,tags.payment:maestro,tags.payment:v_pay,tags.payment:app,tags.mapillary,tags.opening_date,tags.disused:name,tags.contact:facebook,tags.post_office:operator,tags.cash_in,tags.survey:date,tags.post_office:letter_from,tags.post_office:packaging,tags.post_office:stamps,tags.payment:girocard,tags.description:en,tags.old_name,tags.old_addr:housenumber,tags.old_addr:street,tags.reusable_packaging:accept,tags.wikidata,tags.wikipedia,tags.zero_waste,tags.not:brand:wikidata,tags.post_office:post_bank,tags.building,tags.roof:material,tags.roof:shape,tags.vending,tags.layer,tags.disused:shop,tags.service:copy,tags.service:fax,tags.service:scan,tags.self_checkout,tags.payment:american_express,tags.payment:notes,tags.payment:telephone_cards,tags.check_date:diet:gluten_free,tags.check_date:diet:halal,tags.payment:credit_cards:min_payment,tags.loc_name,tags.delivery,tags.bicycle,tags.craft,tags.indoor:level,tags.name:bg,tags.name:fa,tags.ramp:wheelchair,tags.toilets:charge,tags.smoking:outside,tags.description:name,tags.name:ar,tags.post_office:service_provider:wikidata,tags.wheelchair:description:de,tags.wheelchair:description:en,tags.payment:account_cards,tags.payment:alipay,tags.payment:bancomat,tags.payment:blik,tags.payment:cheque,tags.payment:clipper,tags.payment:cryptocurrencies,tags.payment:diners_club,tags.payment:discover_card,tags.payment:dkv,tags.payment:electronic_purses,tags.payment:ep_easycard,tags.payment:ep_geldkarte,tags.payment:ep_ipass,tags.payment:jcb,tags.payment:mastercard_contactless,tags.payment:prepaid_ticket,tags.payment:unionpay,tags.payment:uta,tags.payment:visa_debit,tags.payment:visa_electron,tags.payment:wechat,tags.check_date:currency:XBT,tags.currency:XBT,tags.payment:lightning,tags.payment:lightning_contactless,tags.payment:onchain,tags.description:de,tags.payment:ec,tags.payment:ec_cards,tags.safety:hand_sanitizer:covid19,tags.sells:lottery,tags.sells:public_transport_tickets,tags.description:pl,tags.ref:DeutschePost,tags.golf,tags.cash_withdrawal:type,tags.post_office:opening_hours,tags.money_transfer,tags.mobile,tags.fuel:HGV_diesel,tags.fuel:octane_100,tags.post_office:id_check,tags.name:ko,tags.public_transport,tags.ticket
node,2420918363,52.584,13.3023832,,,,,,,,,,,,,,,,Mini Markt Tieba,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2423398551,52.5104141,13.2440033,Berlin,DE,16,14055,Flatowallee,Westend,,,,,,,,,,"momentan geschlossen""",Mo 08:30-18:30; Sa 08:00-13:00,,convenience,,,,,,,,,,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2429480918,52.5112438,13.4654553,Berlin,DE,19,10247,Jungstraße,Friedrichshain,,2025-04-29,,,,,,,,Jung Shop,,,convenience,yes,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.jungshop-oriental.de,,,,,,,,,,,,,,,,,"Spätverkauf, Schwerpunkt: indisch",,,,,,,,Dakota 20,,,,,,,,,,,,,,,,,,,,,,,,,,+49 174 5787044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2429501927,52.5099712,13.4579456,Berlin,DE,20,10245,Gabriel-Max-Straße,Friedrichshain,,2023-11-28,,,,,,,,Meet Kiosk Spätverkauf,,,convenience,yes,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spätverkauf und Postagentur,,,,,,,,Dakota 20,,,,,,,,,,,,,,,,,,,,,,,,,,+49 170 3066913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2432876317,52.5022754,13.4326809,Berlin,DE,24,10997,Wrangelstraße,Kreuzberg,,2025-08-23,,,,,,,,Kiosk Burhan Aykut,"Mo-Th 08:00-02:00, Fr,Sa 09:00-03:00",,convenience,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 177 684 11 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2438849736,52.5090686,13.4591398,Berlin,DE,38,10245,Wühlischstraße,Friedrichshain,,2024-01-23,,,,,,,,Select Drinks & More,,,convenience,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2445456646,52.4869618,13.3200768,Berlin,DE,1a,10713,Brandenburgische Straße,Wilmersdorf,,,,,,,,,,Sweet Mini Markt,"Mo-Fr 07:00-24:00, Sa 10:00-24:00",,convenience,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2454016986,52.506704,13.2829353,,,,,,,,,,,,,,,,ServiceStore DB,"Mo-Fr 06:00-20:00; Sa,Su,PH 07:00-19:00",,kiosk,yes,ServiceStore DB,Q84482517,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich oben auf Brückenniveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2454290040,52.4842094,13.3616064,,,,,,,,2022-10-28,,,,,,,,Spätkauf,"Mo-Th 14:00-24:00; Fr,Sa 14:00-02:00",,convenience,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2468120437,52.493319,13.3875716,Berlin,DE,38,10961,Mehringdamm,,,,,,,,,,,Mehring Spätshop,,,kiosk,no,,,,,,,,,,,2023-03-24,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Späti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2472420567,52.4966234,13.2900922,,,,,,,,,,,,,,,,ServiceStore DB,"Mo-Fr 05:00-21:00; Sa 07:00-21:00; PH,Su 08:00-21:00",,kiosk,yes,ServiceStore DB,Q84482517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2481415292,52.4913075,13.3769934,Berlin,DE,40,10965,Katzbachstraße,,,2024-11-13,,,,,,,,Drink More,,,kiosk,limited,,,,,,,,,,,2024-11-13,,,,,,,,,,no,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2484347004,52.4868603,13.4307177,,,,,,,,,,,,,,,,Heil Quelle,Mo-Th 09:00-22:00; Fr-Sa 09:00-23:00; Su 10:00-22:00,,convenience,,,,,,,,,,,http://www.heil-quelle-berlin.de,,,laden@heil-quelle-berlin.de,,+49 30 62727822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2484347012,52.4861775,13.4305783,,,,,,,,2024-11-08,,,,,,,,Havin,,,convenience,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2485492744,52.492694,13.4219892,Berlin,DE,,10967,Kottbusser Damm,Kreuzberg,post_office,,,,,,,,,DHL BVG Kiosk,,,kiosk,limited,DHL,Q489815,,,,,,,,,2023-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2495556335,52.4895209,13.3898936,,,10,10961,Bergmannstraße,,,,,,,,,,,Zigarren Lotto Post (Deutsche Post Filiale 578),Mo-Fr 06:00-20:00; Sa 07:00-13:00,,kiosk,no,,,,,,,,,,https://deutschepost.de/,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2496651179,52.4923797,13.3878394,Berlin,DE,,10961,Mehringdamm,Kreuzberg,,,,,,,,,,Café Tinto,24/7,,convenience,limited,,,,,,,,,,,2024-08-16,,,,,,yes,yes,yes,,,,0,,,,,,,,,,,,,no,Recht hohe Schwelle am Eingang,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,no,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2496651330,52.4920204,13.3905947,Berlin,DE,,10961,,Kreuzberg,,,,,,,,,,Ki-Ba Kiosk Back Shop,,,kiosk,yes,,,,,,,,,,,2024-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2496789945,52.4905731,13.3939419,,,,,,,,,,,,,,,,Lotto Zeitungen Tabak,,,kiosk,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2496841605,52.5101364,13.4583749,Berlin,DE,4,10245,Gabriel-Max-Straße,Friedrichshain,,,,,,,,,,Spätkauf Snacks Drinks & More,Mo-Sa 10:00-22:00; Su off,,kiosk,limited,,,,,,,,,,,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,post_partner,,,"dhl,deutsche_post",,,,,,,,,,,http://www.aquariumlounge.de/,,,,,,,,+49 30 66766852,,,,,yes,,,,,,,,Kiosk und Internetcafé,,,,Dakota 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2522247541,52.5112706,13.2978947,,,,,,,,,,,,,,,,Night Shop,Mo-Sa 07:00-01:00,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Späti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2532870781,52.5072938,13.3091842,Berlin,DE,42,10627,Krumme Straße,Charlottenburg,,,,,,,,,,TAEO Thai Supermarkt,Mo-Fr 10:00-20:00 ; Sa 08:00-18:00,,convenience,no,,,,,,,,,,,2025-06-10,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2533442347,52.4946511,13.3567843,,,,,,,,,,,,,,,,Spätkauf,"Mo-Su,PH 06:00-05:00",,kiosk,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Hohe Treppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queer people not welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2538714890,52.5429975,13.4405078,Berlin,DE,159,10409,Greifswalder Straße,Prenzlauer Berg,,2023-11-14,,,,,,,,Duman Spätkauf - Lyca Mobile Partner,"Su-Th 09:30-01:00, Fr,Sa 09:30-02:00",,convenience,no,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2541043788,52.4746738,13.4402449,Berlin,DE,171,12043,Karl-Marx-Straße,Neukölln,,,,,,,,,,Juwelier Saphir,Mo-Fr 09:00-18:30; Sa 09:00-16:00,,kiosk,no,,,,,,,,,,,,,,,+49 30 23367505,,,,,,,,,,,,,,,,,,,,,,83cm breite Tür und 23cm hohe Treppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2541114283,52.4740994,13.4406055,Berlin,DE,181,12043,Karl-Marx-Straße,Neukölln,,,,,,,,,,,Mo-Sa 05:00-20:00; Su 06:00-16:00,Bülent Akkan,kiosk,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mobile (Holz-)Rampe vorhanden,yes,,,,,,,,,,,,,,,,,,,,,post_partner,,,,,,,,,,,Kiosk und Postfiliale im Einzelhandel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2552465120,52.4947582,13.3608053,Berlin,DE,170-170b,10783,Potsdamer Straße,Schöneberg,,,,,,,,,,Spätk@uf Internetcafe,,,kiosk,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2557705836,52.5266073,13.3396977,Berlin,DE,34,10551,Turmstraße,Moabit,,,,,,,,,,Kiez Shop,,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2566382658,52.5457718,13.3796045,,,,,,,,,,,,,,,,Back & Späti,"Mo-Sa 06:30-02:00, Su 07:30-02:00",,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2571168397,52.5167129,13.4654773,Berlin,DE,10,10247,Samariterstraße,Friedrichshain,,2025-06-09,,,,,,,,Samariter Tourist Shop,,,convenience,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2591225594,52.4881174,13.4263919,Berlin,DE,3-4,12047,Weserstraße,,,2025-07-20,,,,,,,,Alpha and Omega International Afro Shop,Mo-Sa 10:00-21:00,,convenience,limited,,,,,,,,,,https://www.alphaandomegaafroshop.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,hat eine mobile Rampe von der Aktion www.tausendundeinerampe.de Einfach danach fragen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2618499940,52.4381824,13.5491157,Berlin,DE,46,12489,Dörpfeldstraße,Adlershof,,,,,,,,,,ASIA Lebensmittel,Mo-Fr 07:30-19:30; Sa 07:30-17:00,,convenience,no,,,,,,,,,,,2023-03-17,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2621476022,52.6681837,13.5823459,,,,,,,,,,,,,,,,,,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2625393031,52.4958735,13.4156315,Berlin,DE,21,10999,Admiralstraße,Kreuzberg,,,,,,,,,,Bauerngarten,Mo-Fr 08:00-20:00; Sa 09:00-15:00,,convenience,no,,,,,,,,,,,2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 6149112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2626495816,52.449037,13.3554197,,,,,,,,2023-05-20,,,,,,,,,Mo-Fr 07:00-17:00; Sa 08:00-13:00,,kiosk,no,,,,,,,,,,,2025-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
