id,element,source_osm_id,name,addr:street,addr:housenumber,addr:postcode,addr:city,phone,contact:phone,email,contact:email,website,contact:website,opening_hours,operator,wheelchair,wheelchair:description,emergency,lat,lon,geometry,lor_id,district,district_id,neighborhood,neighborhood_id
11008683231,node,node/11008683231,Tierarztpraxis Alt-Buch,Alt-Buch,57,13125,Berlin,+4930 911 42 778,,,,https://www.tierarztpraxis-alt-buch.de/,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Tierärztin Lydia Klemer,,,,52.636563,13.5022262,POINT (13.5022262 52.636563),re_ortsteil.0309,Pankow,11003003,Buch,0309
11052551506,node,node/11052551506,Ute Teutenberg,,,,,+49 30 37588910,,,,,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",,no,,,52.5507862,13.1685048,POINT (13.1685048 52.5507862),re_ortsteil.0508,Spandau,11005005,Falkenhagener Feld,0508
11101616402,node,node/11101616402,Tierarzt Bello & Co.,,,,,,,,,https://belloundco.de/,,,,,,,52.425741,13.4838753,POINT (13.4838753 52.425741),re_ortsteil.0804,Neukölln,11008008,Rudow,0804
11201794003,node,node/11201794003,Tierarztpraxis Dr. Pollmann,Berliner Straße,17,,,+493081099440,,,,https://tierarztpraxis-pollmann.de,,"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",,,,,52.4361962,13.2660844,POINT (13.2660844 52.43619619999998),re_ortsteil.0604,Steglitz-Zehlendorf,11006006,Zehlendorf,0604
11313866984,node,node/11313866984,Dr. Fenina + Burwieck,Manteuffelstraße,74,12103,,+493063314227,,,,https://meintierarzt.berlin,,,,,,,52.4678078,13.3783605,POINT (13.3783605 52.46780780000001),re_ortsteil.0703,Tempelhof-Schöneberg,11007007,Tempelhof,0703
11345799891,node,node/11345799891,Rex,,,,,,,,,https://www.rex.app/,,Mo-Fr 08:00-20:00,,yes,,,52.5073508,13.4569833,POINT (13.4569833 52.5073508),re_ortsteil.0201,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201
11556295677,node,node/11556295677,Tierärztliche Gemeinschaftspraxis,Hohenzollerndamm,185,10713,Berlin,,,,,https://www.tierarztpraxis-berlin.net/,,,Antje Stolle-Malorny;Jens Vöster;Dr. med. vet. Iris Vöster,,,,52.491509,13.3183436,POINT (13.3183436 52.491509),re_ortsteil.0402,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402
11717159971,node,node/11717159971,Rex Tierarztpraxis,Hermannstraße,227,12049,Berlin,,,,,,,Mo-Sa 08:00-20:00,,,,,52.4807206,13.425592,POINT (13.425592 52.4807206),re_ortsteil.0801,Neukölln,11008008,Neukölln,0801
11847097396,node,node/11847097396,Kleintierkardiologie Tempelhof,Burgemeisterstraße,34,12103,Berlin,+49 30 47006869,,,,https://www.kardiobewegt.berlin/,,Mo-Th 08:00-18:00; PH off,Sinah Dohlen,yes,,,52.4583689,13.3734169,POINT (13.3734169 52.4583689),re_ortsteil.0703,Tempelhof-Schöneberg,11007007,Tempelhof,0703
11985547873,node,node/11985547873,Tierarztpraxis Kutzner,Zum Kappgraben,13,13125,Berlin,+49 30 94382030,,,,https://tierarzt-kutzner.de/,,"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",,,,,52.6164598,13.4890268,POINT (13.4890268 52.6164598),re_ortsteil.0305,Pankow,11003003,Karow,0305
12108668170,node,node/12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",Max-Beer-Straße,7,,,+49 30 2426512,,,,https://www.augentierarzt-berlin.de,,"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",,no,,,52.5251722,13.408013,POINT (13.408013 52.5251722),re_ortsteil.0101,Mitte,11001001,Mitte,0101
12219145454,node,node/12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,Tietzenweg,23,,,+49 30 32294480,,,,https://www.tierarztpraxis-botanischergarten.de,,"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",Daniela Friedrich,,,,52.4456015,13.3020665,POINT (13.3020665 52.4456015),re_ortsteil.0602,Steglitz-Zehlendorf,11006006,Lichterfelde,0602
12238881093,node,node/12238881093,Janine Bräuer,Krüllsstraße,5,12435,Berlin,,,,,,,"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",Janine Bräuer,,,,52.4922101,13.447823,POINT (13.447823 52.4922101),re_ortsteil.0901,Treptow-Köpenick,11009009,Alt-Treptow,0901
12793397931,node,node/12793397931,Tierärztezentrum Birte Nannen,Schlierbacher Weg,5,12349,Berlin,+49 30 25 92 17 88,,,,https://www.tieraerztezentrum-nannen.de,,,,,,,52.4160917,13.4047411,POINT (13.4047411 52.41609169999999),re_ortsteil.0803,Neukölln,11008008,Buckow,0803
12849196704,node,node/12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,,,,,+49309866411,,,info@tierarzt-drloesch.de,https://tierarzt-drloesch.de,,"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",,,,,52.5399544,13.4849492,POINT (13.4849492 52.5399544),re_ortsteil.1110,Lichtenberg,11011011,Alt-Hohenschönhausen,1110
12851066023,node,node/12851066023,Dr. Pastor,Brüsseler Straße,52a,13353,Berlin,,,,,https://www.tierarztpraxis-pastor.de/,,"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",,,,,52.5486928,13.3531883,POINT (13.3531883 52.54869279999998),re_ortsteil.0105,Mitte,11001001,Wedding,0105
12877756489,node,node/12877756489,Sonnenberg,,,,,,,,,,,,,,,,52.4406394,13.6866147,POINT (13.6866147 52.4406394),re_ortsteil.0912,Treptow-Köpenick,11009009,Rahnsdorf,0912
12989186501,node,node/12989186501,Tierarztpraxis am Wasserturm,Rykestraße,4,10405,,,,,,https://www.tierarztpraxis-wasserturm.de/,,,,,,,52.5350637,13.419688,POINT (13.419688 52.5350637),re_ortsteil.0301,Pankow,11003003,Prenzlauer Berg,0301
13169469903,node,node/13169469903,Haveldüne,Gatower Straße,131,,,+49 30 362 91 07,,,,https://www.tierarztpraxis-havelduene.de,,,,,,,52.508699,13.180438,POINT (13.180438 52.508699),re_ortsteil.0509,Spandau,11005005,Wilhelmstadt,0509
13188941112,node,node/13188941112,Praxis für Vögel & Reptilien,Berliner Str.,69,14169,Berlin,+4930 847 257 38,,,,https://www.vogel-tierarzt.de,,"Mo 09:00-13:00; Tu 15:00-19:00; We 09:00-13:00,15:00-19:00; Th 09:00-13:00; Fr 09:00-13:00,15:00-19:00",Dr. Mandy Carnarius,,,,52.4399433,13.2754078,POINT (13.2754078 52.4399433),re_ortsteil.0604,Steglitz-Zehlendorf,11006006,Zehlendorf,0604
13344679483,node,node/13344679483,Tierartzpraxis Sybille Schickert,,,,,,,,,,,,,,,,52.5937039,13.3282999,POINT (13.3282999 52.5937039),re_ortsteil.1209,Reinickendorf,11012012,Wittenau,1209
13358308355,node,node/13358308355,Roux,,,,,,,,,https://www.tierarztpraxis-roux.de/,,,,,,,52.452648,13.139175,POINT (13.139175 52.452648),re_ortsteil.0506,Spandau,11005005,Kladow,0506
24921047,way,way/24921047,Das Veterinärmedizinische Zentrum Berlin,Scharnweberstraße,136,13405,Berlin,+49 30 4127357,,info@vetzentrum-berlin.de,,https://www.vetzentrum-berlin.de/,,24/7,Kai S. Rödiger,,,,52.56383603380803,13.325898385003244,POINT (13.325898385003244 52.56383603380803),re_ortsteil.1201,Reinickendorf,11012012,Reinickendorf,1201
28608972,way,way/28608972,Zete Marton,Alt-Reinickendorf,37,13407,Berlin,,,,,,,"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",,no,,,52.57484167749068,13.351276845633086,POINT (13.351276845633086 52.57484167749068),re_ortsteil.1201,Reinickendorf,11012012,Reinickendorf,1201
71173694,way,way/71173694,Tierärztlichen Klinik für Kleintiere,Märkische Allee,258,12679,Berlin,,,,,https://www.tierklinik-in-berlin.de/,,24/7,,yes,,,52.55555539479237,13.553247578348108,POINT (13.553247578348108 52.55555539479237),re_ortsteil.1001,Marzahn-Hellersdorf,11010010,Marzahn,1001
89101208,way,way/89101208,Tierarztpraxis Kathrin Böhm,Robert-Siewert-Straße,90,10318,Berlin,+49 30 32669736,,,,,,"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Mo 10:00-17:00",Kathrin Böhm,limited,,,52.49264998370056,13.536918159788863,POINT (13.536918159788863 52.49264998370056),re_ortsteil.1102,Lichtenberg,11011011,Karlshorst,1102
117230559,way,way/117230559,Tierartzpraxis Gotthardt,Winkler Straße,21,14193,Berlin,,,,,,,,,,,,52.487615697246845,13.266615867092089,POINT (13.266615867092089 52.487615697246845),re_ortsteil.0404,Charlottenburg-Wilmersdorf,11004004,Grunewald,0404
163836866,way,way/163836866,Tierklinik Berlin-Biesdorf,Alt-Biesdorf,22,12683,Berlin,+49 30 5143760,,,,https://www.tierklinik-in-biesdorf.de/,,"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",,no,,yes,52.508730023001156,13.55573553414166,POINT (13.55573553414166 52.508730023001156),re_ortsteil.1002,Marzahn-Hellersdorf,11010010,Biesdorf,1002
286010852,way,way/286010852,Tierarztpraxis Dr. Christine Mueller,Südekumzeile,26E,13591,Berlin,,+49 30 366 0128,,christinemueller.berlin@web.de,,http://tierarztpraxis-spandau.de/,,,,,,52.53114943497109,13.148550095436324,POINT (13.148550095436324 52.53114943497109),re_ortsteil.0504,Spandau,11005005,Staaken,0504
