id,clinic_name,address,district,district_id,neighborhood,neighborhood_id,lor_id,latitude,longitude,geometry,operating_hours,contact_info,accessibility_features,data_source,source_osm_id,has_minimum_info
4174131466,Tierarztpraxis Dr. med. vet. Joachim Kirchner,"Florastraße 43, 13187 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5661672,13.4090789,POINT (13.4090789 52.5661672),"Mo-Fr 14:00-18:00; Tu,Th 09:00-12:00,14:00-18:00",+49 30 49 50 09 49; info@tierarzt-in-pankow.de; http://www.tierarzt-in-pankow.de/,no,"OSM amenity=veterinary, Berlin",node/4174131466,True
4366353588,Tierarztpraxis Am Westend,"Tierarztpraxis Am Westend, Sophie-Charlotten-Straße, Danckelmannkiez, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5179456,13.2866144,POINT (13.2866144 52.5179456),"Mo,Tu,Th,Fr 10:00-13:00,17:00-19:00; We,Sa 10:00-13:00",+4930 3228 247; info@tierarztamwestend.de; https://www.tierarztamwestend.de/,,"OSM amenity=veterinary, Berlin",node/4366353588,True
4412304406,Tierarztpraxis Alexandra Sypitzki,"Sesenheimer Straße 15, 10627 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5105206,13.3075345,POINT (13.3075345 52.5105206),Mo-Fr 08:30+,+49 30 78957110; https://www.tierarztpraxis-sypitzki.de/,no,"OSM amenity=veterinary, Berlin",node/4412304406,True
4686885506,Tierarztpraxis Dr. Dorothea Werning,"Lindenthaler Allee 6, 14163 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4358777,13.2310121,POINT (13.2310121 52.4358777),"Mo, Tu, Th 10:00-13:00, 17:00-19:00; We 10:00-13:00, 17:00-20:00; Fr 10:00-17:00",+49 30 8025009; https://www.tierarztpraxis-mexikoplatz.de/de/index.html,,"OSM amenity=veterinary, Berlin",node/4686885506,True
4709401189,Tiergesundheitszentrum,"Tiergesundheitszentrum, Heinrich-Dathe-Platz, Sewanviertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland",Lichtenberg,11011011,Friedrichsfelde,1101,re_ortsteil.1101,52.4981659,13.5208894,POINT (13.5208894 52.4981659),"Mo-Sa 10:00-12:00, Mo-Fr 15:00-19:00, Sa 10:00-12:00; PH off",,yes,"OSM amenity=veterinary, Berlin",node/4709401189,True
4715820728,Kleintierpraxis Jan Schneider,"Großbeerenstraße 169-171, 12277 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,0704,re_ortsteil.0704,52.428896,13.3758384,POINT (13.3758384 52.428896),"Mo,We,Fr 10:00-13:00,15:00-19:00; Tu,Th 17:00-21:00; Sa-Su 11:00-14:00",+49 30 29032092; https://www.kleintierpraxis-schneider.com/,no,"OSM amenity=veterinary, Berlin",node/4715820728,True
4789962778,Tierarztpraxis Oldenburger Straße,"Oldenburger Straße 44, 10551 Berlin",Mitte,11001001,Moabit,0102,re_ortsteil.0102,52.5289464,13.3357023,POINT (13.3357023 52.5289464),"Mo 10:00-12:00,15:00-18:00; Tu 10:00-14:00,18:00-20:00; We 10:00-12:00,15:00-18:00; Th 10:00-14:00,18:00-20:00; Fr 10:00-12:00,15:00-18:00; Sa 09:00-11:00",+49303951555; https://www.tierarztpraxis-oldenburger-strasse.de,no,"OSM amenity=veterinary, Berlin",node/4789962778,True
4809992565,Tierarztpraxis am Burgerpark,"Wilhelm-Kuhr-Straße 1, 13187 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5694182,13.4001258,POINT (13.4001258 52.56941819999999),"Mo,We 14:00-19:00; Tu,Th 09:00-14:00; Fr 10:00-15:00",+49 30 48479400; https://www.tierarzt-pankow.de/,no,"OSM amenity=veterinary, Berlin",node/4809992565,True
5029362624,Wattstraße 10,"Wattstraße 10, 13629 Berlin",Spandau,11005005,Siemensstadt,0503,re_ortsteil.0503,52.5373732,13.2664047,POINT (13.2664047 52.5373732),,,,"OSM amenity=veterinary, Berlin",node/5029362624,True
5090019016,Tierarztpraxis,"Max-Steinke-Straße 2, 13086 Berlin",Pankow,11003003,Weißensee,0302,re_ortsteil.0302,52.5488636,13.4513273,POINT (13.4513273 52.5488636),"Mo-Fr 09:00-11:00, Mo,Tu,Th,Fr 16:00-18:00, Sa 10:00-12:00",+49 30 9252160,yes,"OSM amenity=veterinary, Berlin",node/5090019016,True
5166206721,Kleintierpraxis Ralf Boxhammer,"Zingster Straße 5, 13051 Berlin",Lichtenberg,11011011,Neu-Hohenschönhausen,1109,re_ortsteil.1109,52.5640461,13.5033148,POINT (13.5033148 52.5640461),,+49 30 9206644; http://www.ta-boxhammer.de,no,"OSM amenity=veterinary, Berlin",node/5166206721,True
5190500390,Tierarztpraxis Ralf Neuer,"Fischerinsel 2, 10179 Berlin",Mitte,11001001,Mitte,0101,re_ortsteil.0101,52.5140108,13.408851,POINT (13.408851 52.5140108),,,,"OSM amenity=veterinary, Berlin",node/5190500390,True
5297162644,Vets for cats,"Bayerischer Platz 2, 10779 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4897098,13.3392413,POINT (13.3392413 52.4897098),"Mo-Fr 09:00-20:00; We 09:00-14:00; Sa,Su 10:00-12:00; PH off",,limited,"OSM amenity=veterinary, Berlin",node/5297162644,True
5326151790,Tierarztpraxis Lenk,"Schönfließer Straße 1,  Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5502349,13.408248,POINT (13.408248 52.5502349),"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-18:00",+49304469769; info@tierarztpraxis-lenk.de; https://tierarztpraxis-lenk.de/,no,"OSM amenity=veterinary, Berlin",node/5326151790,True
5357470034,Tierarztpraxis am Mauerpark,"Tierarztpraxis am Mauerpark, Gleimstraße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5470756,13.4082736,POINT (13.4082736 52.5470756),Mo-Fr 09:00-19:00,,limited,"OSM amenity=veterinary, Berlin",node/5357470034,True
5424941690,Chung & Wahle,"Hauptstraße 89, 12159 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4751968,13.3401022,POINT (13.3401022 52.4751968),"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",+49 30 8593215; info@tierarztpraxis-chung-wahle.com; https://tierarztpraxis-chung-wahle.com/,limited,"OSM amenity=veterinary, Berlin",node/5424941690,True
5514404517,Tierarztpraxis Dr. Klaus Lendner,"Tierarztpraxis Dr. Klaus Lendner, Fuggerstraße, Winterfeldtkiez, Nollendorfkiez, Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4990938,13.344571,POINT (13.344571 52.4990938),"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",,yes,"OSM amenity=veterinary, Berlin",node/5514404517,True
5554342322,Martyna Pohnke Tierarzt,"Ostpreußendamm 65,  Berlin",Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4212925,13.3101216,POINT (13.3101216 52.421292499999986),"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",+49 30 75765970,,"OSM amenity=veterinary, Berlin",node/5554342322,True
5733901242,Dr. Miriam Oczipka,"Mindener Straße 22, 10589 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5247542,13.3008749,POINT (13.3008749 52.5247542),"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",+49303441864,no,"OSM amenity=veterinary, Berlin",node/5733901242,True
5762374254,Dr. med. vet. Sven Albrecht,"Baumschulenstraße 34, 12437 Berlin",Treptow-Köpenick,11009009,Baumschulenweg,0903,re_ortsteil.0903,52.4637752,13.4852571,POINT (13.4852571 52.4637752),"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",,no,"OSM amenity=veterinary, Berlin",node/5762374254,True
6270311794,Dr. Wegeler,"Dr. Wegeler, Rangsdorfer Straße, John-Locke-Siedlung, Lichtenrade, Tempelhof-Schöneberg, Berlin, Teltow, 12307, Deutschland",Tempelhof-Schöneberg,11007007,Lichtenrade,0706,re_ortsteil.0706,52.3889212,13.3905608,POINT (13.3905608 52.3889212),"""nach Vereinbarung""",+49 307956044,,"OSM amenity=veterinary, Berlin",node/6270311794,True
6344954141,Tierarztpraxis Hohenzollerndamm 3,"Hohenzollerndamm 3, 10717 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4954404,13.3293192,POINT (13.3293192 52.4954404),"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",,no,"OSM amenity=veterinary, Berlin",node/6344954141,True
6449519970,Tierarztpraxis Anke Meeuw,"Tierarztpraxis Anke Meeuw, 23, Ehrlichstraße, Heimatviertel, Prinzenviertel, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland",Lichtenberg,11011011,Karlshorst,1102,re_ortsteil.1102,52.4800707,13.5205309,POINT (13.5205309 52.4800707),"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",+49 30 96 59 96 52; praxis@tierarzt-karlshorst.info; http://www.tierarzt-karlshorst.info/willkommen.html,yes,"OSM amenity=veterinary, Berlin",node/6449519970,True
6470421529,Tierarztpraxis Sonnenallee,"Sonnenallee 204, 12059 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4748376,13.4534973,POINT (13.4534973 52.4748376),"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",,no,"OSM amenity=veterinary, Berlin",node/6470421529,True
6509362833,Tierarztpraxis Laskawy,"Bänschstraße 58,  Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5177488,13.4661107,POINT (13.4661107 52.5177488),"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",+49 30 4267684; http://www.laskawy-berlin.de,yes,"OSM amenity=veterinary, Berlin",node/6509362833,True
6603772445,neko Tiergesundheit,"Provinzstraße 47,  Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.5687932,13.3794234,POINT (13.3794234 52.5687932),"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",+49 30 54814390; https://www.neko-tiergesundheit.de,no,"OSM amenity=veterinary, Berlin",node/6603772445,True
6705031970,Kleintierpraxis Dirk Oschika,"Krossener Straße 35A, 10245 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5094514,13.4645357,POINT (13.4645357 52.5094514),"Mo,Tu,Th 09:00-11:00,15:00-19:00",,no,"OSM amenity=veterinary, Berlin",node/6705031970,True
6982811309,Vogelpraxis,"Mierendorffstraße 23, 10589 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5241017,13.3024823,POINT (13.3024823 52.5241017),,,limited,"OSM amenity=veterinary, Berlin",node/6982811309,True
7211094992,Rex Tierarztpraxis,"Greifswalder Straße 204, 10405 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5333026,13.4292251,POINT (13.4292251 52.5333026),Mo-Fr 08:00-20:00; Sa 09:00-16:00,,no,"OSM amenity=veterinary, Berlin",node/7211094992,True
7227468226,Fahrpraxis Feske,"Allmendeweg 116, 13509 Berlin",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,52.6047279,13.298452,POINT (13.298452 52.604727899999986),"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",,,"OSM amenity=veterinary, Berlin",node/7227468226,True
7310483025,Tierarztpraxis Claudia Handke,"Danziger Straße 15, 10435 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5407903,13.4154364,POINT (13.4154364 52.5407903),"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",+49 30 4421760; post@tierarztpraxis-prenzlauerberg.de; https://www.tierarztpraxis-prenzlauerberg.de,no,"OSM amenity=veterinary, Berlin",node/7310483025,True
7326193661,Dr. Angelika Block,"Dr. Angelika Block, Westfälische Straße, Halensee, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland",Charlottenburg-Wilmersdorf,11004004,Halensee,0407,re_ortsteil.0407,52.4955514,13.2968989,POINT (13.2968989 52.4955514),"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",http://ta-block.weebly.com,limited,"OSM amenity=veterinary, Berlin",node/7326193661,True
7478178484,Lorenz,"Lorenz, Oberhofer Weg, Lichterfelde Ost, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12209, Deutschland",Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4183404,13.3320075,POINT (13.3320075 52.4183404),,https://www.tierarzt-lichterfelde.de/,,"OSM amenity=veterinary, Berlin",node/7478178484,True
7546074503,Wolf & Tiger,"Lauterstraße 12, 12159 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4726236,13.33503,POINT (13.33503 52.4726236),,+49 175 7366718; https://www.wolfandtiger.de/,,"OSM amenity=veterinary, Berlin",node/7546074503,True
7609585407,Tierarztpraxis Denisse Barrera,"Karl-Marx-Straße 133, 12043 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4774124,13.439113,POINT (13.439113 52.4774124),Mo-Sa 16:00-20:00,,no,"OSM amenity=veterinary, Berlin",node/7609585407,True
7617449010,Angelika Weber,"Kundrystraße 2, 12159 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4741292,13.3293259,POINT (13.3293259 52.474129199999986),"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,"OSM amenity=veterinary, Berlin",node/7617449010,True
7623775572,Tierarztpraxis S. Lattermann,"Transvaalstraße 14, 13351 Berlin",Mitte,11001001,Wedding,0105,re_ortsteil.0105,52.5519001,13.3411969,POINT (13.3411969 52.5519001),"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",,yes,"OSM amenity=veterinary, Berlin",node/7623775572,True
7643245687,Tierarztpraxis Otto Suhr,"Tierarztpraxis Otto Suhr, Otto-Suhr-Allee, Alt-Lietzow, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5150531,13.3130502,POINT (13.3130502 52.51505310000001),Mo-Fr 09:00-19:00,,no,"OSM amenity=veterinary, Berlin",node/7643245687,True
7746191786,,"Goethestraße, Wilhelmsruh, Pankow, Berlin, 13158, Deutschland",Pankow,11003003,Wilhelmsruh,0313,re_ortsteil.0313,52.5877876,13.3651552,POINT (13.3651552 52.5877876),,,,"OSM amenity=veterinary, Berlin",node/7746191786,False
7747019462,Tierarztpraxis B. Migdal,"Grazer Platz 12, 12157 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4667894,13.3465937,POINT (13.3465937 52.4667894),"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,"OSM amenity=veterinary, Berlin",node/7747019462,True
7776123991,Silke Sanft,"Florastraße 6, 12163 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4613066,13.3269746,POINT (13.3269746 52.4613066),"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",http://www.tierarztpraxis-sanft.de,,"OSM amenity=veterinary, Berlin",node/7776123991,True
7777530635,Tierarztpraxis Rex,"Südwestkorso 11a, 12161 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.474559,13.3227841,POINT (13.3227841 52.474559),"""Sprechzeiten nach Vereinbarung""",https://www.rex.app/,no,"OSM amenity=veterinary, Berlin",node/7777530635,True
7813575354,Tierarztpraxis am Schlachtensee,"Breisgauer Straße 3, 14129 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4391475,13.215708,POINT (13.215708 52.43914749999998),"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",info@tierarztpraxis-am-schlachtensee.de,,"OSM amenity=veterinary, Berlin",node/7813575354,True
7937984201,Tierarztpraxis am Hermannplatz,"Lucy-Lameck-Straße 1, 12049 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4863263,13.4233555,POINT (13.4233555 52.4863263),,,,"OSM amenity=veterinary, Berlin",node/7937984201,True
7978440760,Dr. L. Chelminski,"Dr. L. Chelminski, Residenzstraße, Siedlung Paddenpuhl, Reinickendorf, Berlin, 13409, Deutschland",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.5691003,13.3612016,POINT (13.3612016 52.5691003),"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",+49 30 4954038,no,"OSM amenity=veterinary, Berlin",node/7978440760,True
8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,"Blissestraße 68, 10713 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4789701,13.3200646,POINT (13.3200646 52.4789701),,https://www.tierarzt-goebel.de/,,"OSM amenity=veterinary, Berlin",node/8000786185,True
8068408243,Berliner Tierarztpraxis,"Mansfelder Straße 19, 10713 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4888413,13.3110131,POINT (13.3110131 52.4888413),,https://www.berliner-tierarztpraxis.de/,,"OSM amenity=veterinary, Berlin",node/8068408243,True
8068513185,Naturheilkunde für Tiere,"Bornimer Straße 6, 10711 Berlin",Charlottenburg-Wilmersdorf,11004004,Halensee,0407,re_ortsteil.0407,52.4961991,13.2853794,POINT (13.2853794 52.496199099999984),,,,"OSM amenity=veterinary, Berlin",node/8068513185,True
8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,"Quickborner Straße 76, 13439 Berlin",Reinickendorf,11012012,Märkisches Viertel,1210,re_ortsteil.1210,52.6045044,13.3664162,POINT (13.3664162 52.6045044),Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,,,"OSM amenity=veterinary, Berlin",node/8330198884,True
8330236501,Katharina Dralle,"Rotdornstraße 7, 12161 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4709098,13.3254977,POINT (13.3254977 52.4709098),,,,"OSM amenity=veterinary, Berlin",node/8330236501,True
8357625079,Tierarztpraxis Matthias Müller,"Berliner Straße 11, 13467 Berlin",Reinickendorf,11012012,Hermsdorf,1206,re_ortsteil.1206,52.6139984,13.316783,POINT (13.316783 52.6139984),"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",+49 30 4034440; https://tierarzt-matthiasmueller.de/,yes,"OSM amenity=veterinary, Berlin",node/8357625079,True
8579480418,Tierarztpraxis Galina Schirow GmbH,"Bartningallee 5, 10557 Berlin",Mitte,11001001,Hansaviertel,0103,re_ortsteil.0103,52.5189471,13.3427257,POINT (13.3427257 52.5189471),"Mo-Fr 10:00-13:00,16:00-19:00",+49 30 39886966; https://www.vetpraxis-schirow.de/,limited,"OSM amenity=veterinary, Berlin",node/8579480418,True
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,"Kufsteiner Straße 22, 10825 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4854474,13.3367552,POINT (13.3367552 52.4854474),,https://tiermedizinzentrum.de/,,"OSM amenity=veterinary, Berlin",node/8691573555,True
8844721918,Am Schlosspark,"Am Schlosspark, 28, Dietzgenstraße, Niederschönhausen, Pankow, Berlin, 13156, Deutschland",Pankow,11003003,Niederschönhausen,0311,re_ortsteil.0311,52.5826045,13.40387,POINT (13.40387 52.5826045),"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",,,"OSM amenity=veterinary, Berlin",node/8844721918,True
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,"Birnhornweg 3, 12107 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,0704,re_ortsteil.0704,52.4240806,13.3948851,POINT (13.3948851 52.4240806),,,,"OSM amenity=veterinary, Berlin",node/8850856432,True
9038458603,Tierärzte-Kreuzberg,"Liegnitzer Straße 19, 10999 Berlin",Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,re_ortsteil.0202,52.4929733,13.4338357,POINT (13.4338357 52.4929733),"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",,,"OSM amenity=veterinary, Berlin",node/9038458603,True
9166121510,Tierarztpraxis Dr. Dirk Mauch,"Elsa-Brändström-Straße 13, 13189 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5600099,13.4154386,POINT (13.4154386 52.56000989999998),,+49 30 4710133; http://www.elsavet.de/,yes,"OSM amenity=veterinary, Berlin",node/9166121510,True
9221860122,Tierarztpraxis am Amalienpark,"Tierarztpraxis am Amalienpark, 2a, Breite Straße, Alt-Pankow, Pankow, Berlin, 13187, Deutschland",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5721186,13.4135786,POINT (13.4135786 52.57211860000001),"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",https://www.tierarztpraxis-amalienpark.de/,no,"OSM amenity=veterinary, Berlin",node/9221860122,True
9238314072,Tierarztpraxis Sarah Watson,"Altenbraker Straße 29, 12051 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.468653,13.4330363,POINT (13.4330363 52.468653),"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",,no,"OSM amenity=veterinary, Berlin",node/9238314072,True
9396508717,4 Pfoten,"Fanningerstraße 27, 10365 Berlin",Lichtenberg,11011011,Lichtenberg,1103,re_ortsteil.1103,52.5143907,13.4951561,POINT (13.4951561 52.5143907),"Mo 09:00-12:00,16:00-18:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00,14:00-16:00",+49 30 553 15 72; https://www.praxis4pfoten.de/,,"OSM amenity=veterinary, Berlin",node/9396508717,True
9400600599,Tierarztpraxis Friedrichshain,"Auerstraße 44, 10249 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5208823,13.4462478,POINT (13.4462478 52.5208823),Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,+49 30 78 08 34 85; https://www.tierarztpraxis-friedrichshain.de,,"OSM amenity=veterinary, Berlin",node/9400600599,True
9432134789,Praxis für Kleintiermedizin Janine Lenk,"Eschengraben 47, 13189 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.556357,13.4245524,POINT (13.4245524 52.556357),"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",,,"OSM amenity=veterinary, Berlin",node/9432134789,True
9456247850,Peter Vogel,"Finowstraße 14,  Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5111185,13.4668484,POINT (13.4668484 52.5111185),"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",+49 30 29776835; https://www.drpetervogel.de/,,"OSM amenity=veterinary, Berlin",node/9456247850,True
9461140241,Dr. Karin Block,"Zimmermannstraße 16, 12163 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4607219,13.3195225,POINT (13.3195225 52.46072189999999),,,,"OSM amenity=veterinary, Berlin",node/9461140241,True
9516282788,Tierarztpraxis im Komponistenviertel,"Bizetstraße 48, 13088 Berlin",Pankow,11003003,Weißensee,0302,re_ortsteil.0302,52.5476848,13.4541052,POINT (13.4541052 52.547684799999985),Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,+49309273441; https://www.tierarztpraxis-peters-weissensee.de/,,"OSM amenity=veterinary, Berlin",node/9516282788,True
9653871480,Tierarztpraxis Lankwitz,"Bruchwitzstraße 30, 12247 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,0603,re_ortsteil.0603,52.4370703,13.349587,POINT (13.349587 52.4370703),"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",+49 30 77208260; info@tierarztpraxis-lankwitz.de; https://www.tierarztpraxis-lankwitz.de/,limited,"OSM amenity=veterinary, Berlin",node/9653871480,True
9786575482,Tierärztliche Praxis Beck,"Weichselstraße 25, 12045 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4870325,13.4368022,POINT (13.4368022 52.4870325),"Mo-Fr 09:00-11:00,15:00-19:00",,no,"OSM amenity=veterinary, Berlin",node/9786575482,True
9880855648,Tierarztpraxis Marion Bickert,"Marchandstraße 38, 12249 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,0603,re_ortsteil.0603,52.4227865,13.3566908,POINT (13.3566908 52.4227865),"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",,,"OSM amenity=veterinary, Berlin",node/9880855648,True
10003860025,Teresa Lankes,"Teresa Lankes, Knobelsdorffstraße, Danckelmannkiez, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5133005,13.2937818,POINT (13.2937818 52.5133005),"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,"OSM amenity=veterinary, Berlin",node/10003860025,True
10169596123,Patrick O. Bolz,"Patrick O. Bolz, Britzer Damm, Siedlung der Düfte, Britz, Neukölln, Berlin, 12347, Deutschland",Neukölln,11008008,Britz,0802,re_ortsteil.0802,52.4564344,13.4367908,POINT (13.4367908 52.4564344),"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,"OSM amenity=veterinary, Berlin",node/10169596123,True
10169838053,Tierarztpraxis Kaulsdorf-Süd,"Tierarztpraxis Kaulsdorf-Süd, Chemnitzer Straße, Kaulsdorf Süd, Kaulsdorf, Marzahn-Hellersdorf, Berlin, 12621, Deutschland",Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,re_ortsteil.1003,52.486422,13.5746936,POINT (13.5746936 52.486422),"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",+49 30 5666176; juraske@tierarztpraxis-kaulsdorf-sued.de; https://tierarztpraxis-kaulsdorf-sued.de/,,"OSM amenity=veterinary, Berlin",node/10169838053,True
