,detail_url,name,type,price_euro,number_of_rooms,surface_m2,floor,street,house_number,postal_code,first_tenant,address,latitude,longitude,geometry,neighborhood_id,neighborhood,district,district_id,id
4994,https://www.immowelt.de/expose/39bcb3e9-f4f7-41ce-85ad-0c680e301853,"Wohnung zur Miete Tauschwohnung 1.312 € 2,5 Zimmer 64 m² 1. Geschoss Britz Berlin 10965",Wohnung,1312.0,2.5,64.0,1,,,10965,no,", 10965 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_13100
4995,https://www.immowelt.de/expose/270969a7-2444-425d-ac75-9f4bfd208c42,"Wohnung zur Miete Tauschwohnung 1.312 € 2,5 Zimmer 64 m² 1. Geschoss Britz Berlin 10965",Wohnung,1312.0,2.5,64.0,1,,,10965,no,", 10965 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_13101
4996,https://www.immowelt.de/expose/c1751e7c-c1b2-4cb0-86ce-017113ab09eb,"Wohnung zur Miete Tauschwohnung 930 € 5,5 Zimmer 140 m² 2. Geschoss Kreuzberg Berlin 10997",Wohnung,930.0,5.5,140.0,2,,,10997,no,", 10997 Kreuzberg Berlin",52.5013525,13.4330798,POINT (13.4330798 52.5013525),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_13102
4997,https://www.immowelt.de/expose/f4c133e0-1232-400b-82e7-7cfd0868c910,Studio zur Miete nur mit Wohnberechtigungsschein Tauschwohnung 895 € 1 Zimmer 35 m² 3. Geschoss Kreuzberg Berlin 10247,Studio,895.0,1.0,35.0,3,,,10247,no,", 10247 Kreuzberg Berlin",52.5157448,13.4651279,POINT (13.4651279 52.5157448),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_13103
4999,https://www.immowelt.de/expose/1c9304eb-f0fa-4942-b0ee-f5b6254d8c92,Studio zur Miete Tauschwohnung 880 € 2 Zimmer 72 m² 3. Geschoss Wilmersdorf Berlin 10707,Studio,880.0,2.0,72.0,3,,,10707,no,", 10707 Wilmersdorf Berlin",52.4959647,13.3139133,POINT (13.3139133 52.4959647),0402,Wilmersdorf,Charlottenburg-Wilmersdorf,11004004,20260206_13104
5001,https://www.immowelt.de/expose/2bca1d31-3332-4615-8eeb-80376b294684,Studio zur Miete Tauschwohnung 431 € 3 Zimmer 66 m² 2. Geschoss Pankow Berlin 13189,Studio,431.0,3.0,66.0,2,,,13189,no,", 13189 Pankow Berlin",52.5641454,13.4218376,POINT (13.4218376 52.5641454),0307,Pankow,Pankow,11003003,20260206_13105
5003,https://www.immowelt.de/expose/bb44d86f-2c2f-4733-91c0-32157b9cb29c,Studio zur Miete Tauschwohnung 455 € 3 Zimmer 80 m² 2. Geschoss Marzahn Berlin 12689,Studio,455.0,3.0,80.0,2,,,12689,no,", 12689 Marzahn Berlin",52.5624088,13.571851,POINT (13.571851 52.5624088),1001,Marzahn,Marzahn-Hellersdorf,11010010,20260206_13106
5006,https://www.immowelt.de/expose/dae5f76b-e40c-4291-8d4f-7ae7beb51409,Studio zur Miete Tauschwohnung 1.100 € 3 Zimmer 105 m² 2. Geschoss Charlottenburg Berlin 10589,Studio,1100.0,3.0,105.0,2,,,10589,no,", 10589 Charlottenburg Berlin",52.5277092,13.305226,POINT (13.305226 52.5277092),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_13107
5007,https://www.immowelt.de/expose/5ee3f490-70b3-4dcb-af02-ec99eb734d48,Studio zur Miete Tauschwohnung 1.100 € 3 Zimmer 105 m² 2. Geschoss Charlottenburg Berlin 10589,Studio,1100.0,3.0,105.0,2,,,10589,no,", 10589 Charlottenburg Berlin",52.5277092,13.305226,POINT (13.305226 52.5277092),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_13108
5009,https://www.immowelt.de/expose/41cc7198-3623-4997-bb2c-1b6fdb2a9628,Studio zur Miete Tauschwohnung 590 € 2 Zimmer 60 m² 1. Geschoss Charlottenburg Berlin-10589 10589,Studio,590.0,2.0,60.0,1,,,10589,no,", 10589 Charlottenburg Berlin-10589",52.5288531,13.3060296,POINT (13.3060296 52.5288531),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_13109
5011,https://www.immowelt.de/expose/705f400a-4200-4251-9da5-03fba66d5dd8,Studio zur Miete Tauschwohnung 1.200 € 2 Zimmer 56 m² 4. Geschoss Friedrichshain Berlin 10247,Studio,1200.0,2.0,56.0,4,,,10247,no,", 10247 Friedrichshain Berlin",52.5157448,13.4651279,POINT (13.4651279 52.5157448),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_13110
5013,https://www.immowelt.de/expose/1d88f26a-7d56-4f46-ba03-1b23a1b355a3,Studio zur Miete Tauschwohnung 500 € 3 Zimmer 63 m² EG Friedrichshagen Berlin 12587,Studio,500.0,3.0,63.0,0,,,12587,no,", 12587 Friedrichshagen Berlin",52.4579495,13.6311821,POINT (13.6311821 52.4579495),0911,Friedrichshagen,Treptow-Köpenick,11009009,20260206_13111
5015,https://www.immowelt.de/expose/6bbde036-e960-4b10-aa38-6aed32fc9007,Studio zur Miete Tauschwohnung 421 € 2 Zimmer 49 m² EG Oberschöneweide Berlin 12459,Studio,421.0,2.0,49.0,0,,,12459,no,", 12459 Oberschöneweide Berlin",52.468305,13.5147534,POINT (13.5147534 52.468305),0909,Oberschöneweide,Treptow-Köpenick,11009009,20260206_13112
5016,https://www.immowelt.de/expose/728cfa02-b953-4965-b017-87f9109754fb,Studio zur Miete Tauschwohnung 421 € 2 Zimmer 49 m² EG Oberschöneweide Berlin 12459,Studio,421.0,2.0,49.0,0,,,12459,no,", 12459 Oberschöneweide Berlin",52.468305,13.5147534,POINT (13.5147534 52.468305),0909,Oberschöneweide,Treptow-Köpenick,11009009,20260206_13113
5018,https://www.immowelt.de/expose/1096fdb8-428e-4f5c-ac17-b0eafa2c0259,Studio zur Miete Tauschwohnung 1.100 € 3 Zimmer 84 m² 4. Geschoss Prenzlauer Berg Berlin 10409,Studio,1100.0,3.0,84.0,4,,,10409,no,", 10409 Berg Berlin",52.5442317,13.4420813,POINT (13.4420813 52.5442317),0301,Prenzlauer Berg,Pankow,11003003,20260206_13114
5020,https://www.immowelt.de/expose/49b2a19a-c3fc-4912-b9ba-339a2a9700c2,Studio zur Miete Tauschwohnung 860 € 3 Zimmer 56 m² 3. Geschoss Wedding Berlin 13355,Studio,860.0,3.0,56.0,3,,,13355,no,", 13355 Wedding Berlin",52.5427866,13.3669996,POINT (13.3669996 52.5427866),0105,Wedding,Mitte,11001001,20260206_13115
5022,https://www.immowelt.de/expose/0a8fd87b-069e-47fb-b6d0-3cf838c75893,Studio zur Miete Tauschwohnung 855 € 3 Zimmer 68 m² 4. Geschoss Gesundbrunnen Berlin 13357,Studio,855.0,3.0,68.0,4,,,13357,no,", 13357 Gesundbrunnen Berlin",52.5495122,13.384978,POINT (13.384978 52.5495122),0106,Gesundbrunnen,Mitte,11001001,20260206_13116
5024,https://www.immowelt.de/expose/fc19dd21-3131-4dd4-b8e5-78f9f699831f,Wohnung zur Miete Tauschwohnung 620 € 2 Zimmer 61 m² 2. Geschoss Spandau Berlin 13595,Wohnung,620.0,2.0,61.0,2,,,13595,no,", 13595 Spandau Berlin",52.511632,13.1964848,POINT (13.1964848 52.511632),0509,Wilhelmstadt,Spandau,11005005,20260206_13117
5025,https://www.immowelt.de/expose/d447d809-79ab-4527-8e62-a65f46c07416,Wohnung zur Miete Tauschwohnung 620 € 2 Zimmer 61 m² 2. Geschoss Spandau Berlin 13595,Wohnung,620.0,2.0,61.0,2,,,13595,no,", 13595 Spandau Berlin",52.511632,13.1964848,POINT (13.1964848 52.511632),0509,Wilhelmstadt,Spandau,11005005,20260206_13118
5026,https://www.immowelt.de/expose/3e5bb536-479b-4bde-8ce3-0561bc889a88,Wohnung zur Miete Tauschwohnung 430 € 2 Zimmer 53 m² 1. Geschoss Spandau Berlin 13583,Wohnung,430.0,2.0,53.0,1,,,13583,no,", 13583 Spandau Berlin",52.5447849,13.1802929,POINT (13.1802929 52.5447849),0508,Falkenhagener Feld,Spandau,11005005,20260206_13119
5027,https://www.immowelt.de/expose/fa3b2262-9471-43cc-83e4-c0e865b41b17,Wohnung zur Miete Tauschwohnung 430 € 2 Zimmer 53 m² 1. Geschoss Spandau Berlin 13583,Wohnung,430.0,2.0,53.0,1,,,13583,no,", 13583 Spandau Berlin",52.5447849,13.1802929,POINT (13.1802929 52.5447849),0508,Falkenhagener Feld,Spandau,11005005,20260206_13120
5028,https://www.immowelt.de/expose/9d4c087e-bd9d-46e3-b14a-f3afc56f1a42,Wohnung zur Miete Tauschwohnung 650 € 3 Zimmer 66 m² 2. Geschoss Spandau Berlin 13627,Wohnung,650.0,3.0,66.0,2,,,13627,no,", 13627 Spandau Berlin",52.535788,13.1977924,POINT (13.1977924 52.535788),0501,Spandau,Spandau,11005005,20260206_13121
5029,https://www.immowelt.de/expose/41e2c44d-3ffe-45c0-b16d-28d4aa88a419,Wohnung zur Miete Tauschwohnung 650 € 3 Zimmer 66 m² 2. Geschoss Spandau Berlin 13627,Wohnung,650.0,3.0,66.0,2,,,13627,no,", 13627 Spandau Berlin",52.535788,13.1977924,POINT (13.1977924 52.535788),0501,Spandau,Spandau,11005005,20260206_13122
5030,https://www.immowelt.de/expose/c5923655-5910-40de-a7e5-0d3091eff0b7,Wohnung zur Miete Tauschwohnung 600 € 1 Zimmer 11 m² 2. Geschoss Mitte Berlin 10179,Wohnung,600.0,1.0,11.0,2,,,10179,no,", 10179 Mitte Berlin",52.5121017,13.4164365,POINT (13.4164365 52.5121017),0101,Mitte,Mitte,11001001,20260206_13123
5031,https://www.immowelt.de/expose/9e11ce0a-b488-4f22-b987-5c8605781279,"Wohnung zur Miete Tauschwohnung 650 € 1,5 Zimmer 56 m² Britz Berlin 12049",Wohnung,650.0,1.5,56.0,,,,12049,no,", 12049 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_13124
5032,https://www.immowelt.de/expose/a73dab96-61b7-4a9c-b8cc-86c75cf935e1,"Wohnung zur Miete Tauschwohnung 650 € 1,5 Zimmer 56 m² Britz Berlin 12049",Wohnung,650.0,1.5,56.0,,,,12049,no,", 12049 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_13125
5033,https://www.immowelt.de/expose/ee218f81-4388-444c-b887-51bc5686fb04,Wohnung zur Miete Tauschwohnung 386 € 1 Zimmer 31 m² Westend Berlin 14057,Wohnung,386.0,1.0,31.0,,,,14057,no,", 14057 Westend Berlin",52.5050275,13.2781397,POINT (13.2781397 52.5050275),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_13126
5034,https://www.immowelt.de/expose/06bfb01e-da0c-40d9-86b2-44aada8db29c,Wohnung zur Miete Tauschwohnung 650 € 3 Zimmer 76 m² 1. Geschoss Müggelheim Berlin 12459,Wohnung,650.0,3.0,76.0,1,,,12459,no,", 12459 Müggelheim Berlin",52.4129665,13.6643488,POINT (13.6643488 52.4129665),0914,Müggelheim,Treptow-Köpenick,11009009,20260206_13127
5035,https://www.immowelt.de/expose/558da594-88fa-45e0-9641-7129c481d345,Wohnung zur Miete Tauschwohnung 550 € 2 Zimmer 71 m² 2. Geschoss Charlottenburg Berlin 10585,Wohnung,550.0,2.0,71.0,2,,,10585,no,", 10585 Charlottenburg Berlin",52.5163026,13.3058004,POINT (13.3058004 52.5163026),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_13128
5036,https://www.immowelt.de/expose/dd5777ad-3d66-4e12-b5ee-a0e5b05cd027,Wohnung zur Miete Tauschwohnung 550 € 2 Zimmer 71 m² 2. Geschoss Charlottenburg Berlin 10585,Wohnung,550.0,2.0,71.0,2,,,10585,no,", 10585 Charlottenburg Berlin",52.5163026,13.3058004,POINT (13.3058004 52.5163026),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_13129
5037,https://www.immowelt.de/expose/1cd6776d-ae10-44f8-935b-796ebfca6561,Wohnung zur Miete Tauschwohnung 765 € 2 Zimmer 60 m² EG Rosenthal Berlin 13158,Wohnung,765.0,2.0,60.0,0,,,13158,no,", 13158 Rosenthal Berlin",52.5943592,13.3952578,POINT (13.3952578 52.5943592),0312,Rosenthal,Pankow,11003003,20260206_13130
5039,https://www.immowelt.de/expose/2fe1d7c3-7f11-4f75-bea1-941a36f98f59,Wohnung zur Miete Tauschwohnung 340 € 2 Zimmer 65 m² 6. Geschoss Französisch Buchholz Berlin 13051,Wohnung,340.0,2.0,65.0,6,,,13051,no,", 13051 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_13131
5040,https://www.immowelt.de/expose/5a521f44-d845-4fcc-8b20-72ab229a90d6,Wohnung zur Miete Tauschwohnung 620 € 3 Zimmer 68 m² 2. Geschoss Mitte Berlin 13407,Wohnung,620.0,3.0,68.0,2,,,13407,no,", 13407 Mitte Berlin",52.5597218,13.3487504,POINT (13.3487504 52.5597218),0105,Wedding,Mitte,11001001,20260206_13132
5041,https://www.immowelt.de/expose/0abfe595-19a0-4984-95ea-92f8fa7c6ad0,Wohnung zur Miete Tauschwohnung 950 € 2 Zimmer 62 m² Westend Berlin 14193,Wohnung,950.0,2.0,62.0,,,,14193,no,", 14193 Westend Berlin",52.5050275,13.2781397,POINT (13.2781397 52.5050275),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_13133
5042,https://www.immowelt.de/expose/c16a3136-147d-43c5-b133-afffbb090fb2,Wohnung zur Miete Tauschwohnung 950 € 2 Zimmer 62 m² Westend Berlin 14193,Wohnung,950.0,2.0,62.0,,,,14193,no,", 14193 Westend Berlin",52.5050275,13.2781397,POINT (13.2781397 52.5050275),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_13134
5043,https://www.immowelt.de/expose/3b2e4ad5-a8bd-4419-96b4-ea547fd8e7fd,Wohnung zur Miete Tauschwohnung 677 € 4 Zimmer 108 m² 1. Geschoss Köpenick Berlin 12555,Wohnung,677.0,4.0,108.0,1,,,12555,no,", 12555 Köpenick Berlin",52.4606337,13.5777707,POINT (13.5777707 52.4606337),0910,Köpenick,Treptow-Köpenick,11009009,20260206_13135
5044,https://www.immowelt.de/expose/89a00066-c280-4fe4-8484-288d134a33b5,Wohnung zur Miete Tauschwohnung 677 € 4 Zimmer 108 m² 1. Geschoss Köpenick Berlin 12555,Wohnung,677.0,4.0,108.0,1,,,12555,no,", 12555 Köpenick Berlin",52.4606337,13.5777707,POINT (13.5777707 52.4606337),0910,Köpenick,Treptow-Köpenick,11009009,20260206_13136
5045,https://www.immowelt.de/expose/743bd0fd-899e-4dc7-8372-13197ef0dcc6,"Wohnung zur Miete Tauschwohnung 640 € 2,5 Zimmer 52 m² Mitte Berlin 13407",Wohnung,640.0,2.5,52.0,,,,13407,no,", 13407 Mitte Berlin",52.5597218,13.3487504,POINT (13.3487504 52.5597218),0105,Wedding,Mitte,11001001,20260206_13137
5046,https://www.immowelt.de/expose/fbd2e330-a86d-4daa-995c-401cafccb26a,Wohnung zur Miete Tauschwohnung 556 € 2 Zimmer 42 m² 3. Geschoss Alt-Hohenschönhausen Berlin 10367,Wohnung,556.0,2.0,42.0,3,,,10367,no,", 10367 Alt-Hohenschönhausen Berlin",52.5426187,13.4763778,POINT (13.4763778 52.5426187),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_13138
5047,https://www.immowelt.de/expose/96b56691-c5a1-43c4-b294-6e5541ff8b5b,Wohnung zur Miete Tauschwohnung 556 € 2 Zimmer 42 m² 3. Geschoss Alt-Hohenschönhausen Berlin 10367,Wohnung,556.0,2.0,42.0,3,,,10367,no,", 10367 Alt-Hohenschönhausen Berlin",52.5426187,13.4763778,POINT (13.4763778 52.5426187),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_13139
5048,https://www.immowelt.de/expose/e814bdfa-eeaf-4e27-ac1e-7eab0adb94b4,Wohnung zur Miete Tauschwohnung 825 € 2 Zimmer 65 m² Kreuzberg Berlin 10997,Wohnung,825.0,2.0,65.0,,,,10997,no,", 10997 Kreuzberg Berlin",52.5013525,13.4330798,POINT (13.4330798 52.5013525),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_13140
5049,https://www.immowelt.de/expose/19fd6e44-1afa-415a-943a-200dfd02b682,"Wohnung zur Miete Tauschwohnung 450 € 1,5 Zimmer 40 m² 3. Geschoss Britz Berlin 12045",Wohnung,450.0,1.5,40.0,3,,,12045,no,", 12045 Britz Berlin",52.4500003,13.4318449,POINT (13.4318449 52.4500003),0802,Britz,Neukölln,11008008,20260206_13141
5050,https://www.immowelt.de/expose/836b40bb-3ffd-4016-9846-68b56672c809,Wohnung zur Miete Tauschwohnung 540 € 2 Zimmer 66 m² 3. Geschoss Friedrichshain Berlin 10249,Wohnung,540.0,2.0,66.0,3,,,10249,no,", 10249 Friedrichshain Berlin",52.5238116,13.4429595,POINT (13.4429595 52.5238116),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_13142
5051,https://www.immowelt.de/expose/087da293-1ec9-4578-8bd7-47488324bdc7,Wohnung zur Miete Tauschwohnung 540 € 2 Zimmer 66 m² 3. Geschoss Friedrichshain Berlin 10249,Wohnung,540.0,2.0,66.0,3,,,10249,no,", 10249 Friedrichshain Berlin",52.5238116,13.4429595,POINT (13.4429595 52.5238116),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_13143
5052,https://www.immowelt.de/expose/b4ce0321-c740-40ea-978f-3da913473bdf,Wohnung zur Miete Tauschwohnung 548 € 2 Zimmer 52 m² 2. Geschoss Zehlendorf Berlin 12247,Wohnung,548.0,2.0,52.0,2,,,12247,no,", 12247 Zehlendorf Berlin",52.4388914,13.3477064,POINT (13.3477064 52.4388914),0603,Lankwitz,Steglitz-Zehlendorf,11006006,20260206_13144
5053,https://www.immowelt.de/expose/1a07b794-53ae-4ca7-a547-f209b1c46107,Wohnung zur Miete Tauschwohnung 548 € 2 Zimmer 52 m² 2. Geschoss Zehlendorf Berlin 12247,Wohnung,548.0,2.0,52.0,2,,,12247,no,", 12247 Zehlendorf Berlin",52.4388914,13.3477064,POINT (13.3477064 52.4388914),0603,Lankwitz,Steglitz-Zehlendorf,11006006,20260206_13145
5054,https://www.immowelt.de/expose/ab65a3bb-0c10-4632-ba0e-cd07cbdcc95e,Wohnung zur Miete Tauschwohnung 862 € 3 Zimmer 78 m² 2. Geschoss Westend Berlin 14050,Wohnung,862.0,3.0,78.0,2,,,14050,no,", 14050 Westend Berlin",52.5201745,13.2691228,POINT (13.2691228 52.5201745),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_13146
5057,https://www.immowelt.de/expose/d77e3924-6a88-4bea-8cff-1006a2cc07ec,Studio zur Miete Tauschwohnung 450 € 2 Zimmer 50 m² 2. Geschoss Prenzlauer Berg Berlin 10409,Studio,450.0,2.0,50.0,2,,,10409,no,", 10409 Berg Berlin",52.5442317,13.4420813,POINT (13.4420813 52.5442317),0301,Prenzlauer Berg,Pankow,11003003,20260206_13147
5059,https://www.immowelt.de/expose/9985e598-3bbb-4dde-a639-415013416bf5,Studio zur Miete Tauschwohnung 1.200 € 3 Zimmer 90 m² 4. Geschoss Neukölln Berlin 12043,Studio,1200.0,3.0,90.0,4,,,12043,no,", 12043 Neukölln Berlin",52.4799159,13.4370709,POINT (13.4370709 52.4799159),0801,Neukölln,Neukölln,11008008,20260206_13148
5060,https://www.immowelt.de/expose/1afcddfc-a783-4f19-b611-e43bcc6cc389,Studio zur Miete Tauschwohnung 1.200 € 3 Zimmer 90 m² 4. Geschoss Neukölln Berlin 12043,Studio,1200.0,3.0,90.0,4,,,12043,no,", 12043 Neukölln Berlin",52.4799159,13.4370709,POINT (13.4370709 52.4799159),0801,Neukölln,Neukölln,11008008,20260206_13149
5062,https://www.immowelt.de/expose/306f610f-1ead-4688-99c5-df4066b5c380,Studio zur Miete Tauschwohnung 1.500 € 3 Zimmer 83 m² 8. Geschoss Mitte Berlin 10178,Studio,1500.0,3.0,83.0,8,,,10178,no,", 10178 Mitte Berlin",52.5212845,13.4097989,POINT (13.4097989 52.5212845),0101,Mitte,Mitte,11001001,20260206_13150
5063,https://www.immowelt.de/expose/2e0f547f-e4e2-47e9-82a7-551ae372a872,Studio zur Miete Tauschwohnung 1.500 € 3 Zimmer 83 m² 8. Geschoss Mitte Berlin 10178,Studio,1500.0,3.0,83.0,8,,,10178,no,", 10178 Mitte Berlin",52.5212845,13.4097989,POINT (13.4097989 52.5212845),0101,Mitte,Mitte,11001001,20260206_13151
5065,https://www.immowelt.de/expose/2bca1d31-3332-4615-8eeb-80376b294684,Studio zur Miete Tauschwohnung 480 € 3 Zimmer 58 m² EG Pankow Berlin 13189,Studio,480.0,3.0,58.0,0,,,13189,no,", 13189 Pankow Berlin",52.5641454,13.4218376,POINT (13.4218376 52.5641454),0307,Pankow,Pankow,11003003,20260206_13152
5067,https://www.immowelt.de/expose/d58e4276-ac4c-48c1-b5e1-2ae2bf918fc4,Studio zur Miete Tauschwohnung 1.150 € 3 Zimmer 73 m² 3. Geschoss Westend Berlin 14052,Studio,1150.0,3.0,73.0,3,,,14052,no,", 14052 Westend Berlin",52.5142533,13.2587723,POINT (13.2587723 52.5142533),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_13153
5069,https://www.immowelt.de/expose/9c26b2ec-f3d3-4f2f-bf4b-645759fbecca,Studio zur Miete Tauschwohnung 1.000 € 3 Zimmer 85 m² 3. Geschoss Kreuzberg Berlin 10999,Studio,1000.0,3.0,85.0,3,,,10999,no,", 10999 Kreuzberg Berlin",52.4976589,13.4231017,POINT (13.4231017 52.4976589),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_13154
5070,https://www.immowelt.de/expose/2e554950-e494-4245-a4a9-eebe3d848df6,Studio zur Miete Tauschwohnung 1.000 € 3 Zimmer 85 m² 3. Geschoss Kreuzberg Berlin 10999,Studio,1000.0,3.0,85.0,3,,,10999,no,", 10999 Kreuzberg Berlin",52.4976589,13.4231017,POINT (13.4231017 52.4976589),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_13155
5072,https://www.immowelt.de/expose/3d18d295-b960-4a95-9302-e48861de6a36,Studio zur Miete Tauschwohnung 300 € 1 Zimmer 32 m² EG Köpenick Berlin 12555,Studio,300.0,1.0,32.0,0,,,12555,no,", 12555 Köpenick Berlin",52.4606337,13.5777707,POINT (13.5777707 52.4606337),0910,Köpenick,Treptow-Köpenick,11009009,20260206_13156
5074,https://www.immowelt.de/expose/958d57ca-9e3c-40aa-87b0-69b94ab6abca,Studio zur Miete Tauschwohnung 872 € 2 Zimmer 46 m² EG Prenzlauer Berg Berlin 10437,Studio,872.0,2.0,46.0,0,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_13157
5076,https://www.immowelt.de/expose/5b8d1e8c-5ed7-42b1-8ab4-7c54df56a5b8,Studio zur Miete Tauschwohnung 735 € 3 Zimmer 96 m² 1. Geschoss Weißensee Berlin 13088,Studio,735.0,3.0,96.0,1,,,13088,no,", 13088 Weißensee Berlin",52.559548,13.4773241,POINT (13.4773241 52.559548),0302,Weißensee,Pankow,11003003,20260206_13158
5079,https://www.immowelt.de/expose/6bbde036-e960-4b10-aa38-6aed32fc9007,Studio zur Miete Tauschwohnung 650 € 3 Zimmer 73 m² 2. Geschoss Spandau Berlin 13583,Studio,650.0,3.0,73.0,2,,,13583,no,", 13583 Spandau Berlin",52.5447849,13.1802929,POINT (13.1802929 52.5447849),0508,Falkenhagener Feld,Spandau,11005005,20260206_13159
5080,https://www.immowelt.de/expose/e40c3487-3d6a-4240-bc86-c2364075ec97,Wohnung zur Miete Tauschwohnung 1.650 € 3 Zimmer 100 m² 4. Geschoss Mitte Berlin 10435,Wohnung,1650.0,3.0,100.0,4,,,10435,no,", 10435 Mitte Berlin",52.5363614,13.3995255,POINT (13.3995255 52.5363614),0101,Mitte,Mitte,11001001,20260206_13160
5081,https://www.immowelt.de/expose/e44d978d-2c8e-4661-bc3a-cff918c5f1a2,Wohnung zur Miete Tauschwohnung 1.650 € 3 Zimmer 100 m² 4. Geschoss Mitte Berlin 10435,Wohnung,1650.0,3.0,100.0,4,,,10435,no,", 10435 Mitte Berlin",52.5363614,13.3995255,POINT (13.3995255 52.5363614),0101,Mitte,Mitte,11001001,20260206_13161
5082,https://www.immowelt.de/expose/71d8c350-4528-4bd6-ba3e-c1b4764e27c2,Wohnung zur Miete Tauschwohnung 987 € 3 Zimmer 80 m² 3. Geschoss Alt-Hohenschönhausen Berlin 13057,Wohnung,987.0,3.0,80.0,3,,,13057,no,", 13057 Alt-Hohenschönhausen Berlin",52.5426187,13.4763778,POINT (13.4763778 52.5426187),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_13162
5083,https://www.immowelt.de/expose/b2b70f2d-3c51-4b74-b058-65684707626e,Wohnung zur Miete Tauschwohnung 950 € 3 Zimmer 65 m² EG Prenzlauer Berg Berlin 10437,Wohnung,950.0,3.0,65.0,0,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_13163
5084,https://www.immowelt.de/expose/c814fa41-54d1-4bd1-84d3-c1520f19ec3d,Wohnung zur Miete Tauschwohnung 950 € 3 Zimmer 65 m² EG Prenzlauer Berg Berlin 10437,Wohnung,950.0,3.0,65.0,0,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_13164
5085,https://www.immowelt.de/expose/46333558-2e35-479f-b266-d91b0f782520,Wohnung zur Miete Tauschwohnung 700 € 3 Zimmer 85 m² 4. Geschoss Spandau Berlin 13581,Wohnung,700.0,3.0,85.0,4,,,13581,no,", 13581 Spandau Berlin",52.5310541,13.1793679,POINT (13.1793679 52.5310541),0501,Spandau,Spandau,11005005,20260206_13165
5086,https://www.immowelt.de/expose/1d9770ff-dea3-44ce-a365-be8ecf5c2550,Wohnung zur Miete Tauschwohnung 700 € 3 Zimmer 85 m² 4. Geschoss Spandau Berlin 13581,Wohnung,700.0,3.0,85.0,4,,,13581,no,", 13581 Spandau Berlin",52.5310541,13.1793679,POINT (13.1793679 52.5310541),0501,Spandau,Spandau,11005005,20260206_13166
5087,https://www.immowelt.de/expose/0e1eb97e-641a-43d6-9a01-47ae6e70adac,Wohnung zur Miete Tauschwohnung 1.250 € 3 Zimmer 93 m² 2. Geschoss Mitte Berlin 10555,Wohnung,1250.0,3.0,93.0,2,,,10555,no,", 10555 Mitte Berlin",52.519898,13.3355418,POINT (13.3355418 52.519898),0102,Moabit,Mitte,11001001,20260206_13167
5089,https://www.immowelt.de/expose/b2c9a9fc-4fbe-4e6f-9a4b-090220fe9d12,Studio zur Miete Tauschwohnung 324 € 2 Zimmer 46 m² EG Prenzlauer Berg Berlin 10439,Studio,324.0,2.0,46.0,0,,,10439,no,", 10439 Berg Berlin",52.551628,13.4080206,POINT (13.4080206 52.551628),0301,Prenzlauer Berg,Pankow,11003003,20260206_13168
