element,id,amenity,brand,brand:wikidata,brand:wikipedia,compressed_air,fuel:hgv_diesel,fuel:diesel,fuel:e10,fuel:octane_102,fuel:octane_95,man_made,name,opening_hours,surveillance,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,fuel:ethanol,level,operator,payment:cash,payment:mastercard,payment:visa,phone,website,check_date:opening_hours,fuel:adblue,fuel:biodiesel,fuel:octane_98,shop,car_wash,contact:fax,contact:phone,contact:website,payment:american_express,payment:debit_cards,payment:diners_club,payment:dkv,payment:maestro,payment:uta,payment:v_pay,payment:westfalen_card,self_service,fuel:biogas,fuel:cng,fuel:lpg,kiosk,fuel:gtl_diesel,compressed_air:fee,fax,fuel:gts_diesel,fuel:octane_100,payment:cryptocurrencies,payment:girocard,payment:credit_cards,ref,source,toilets,toilets:wheelchair,changing_table,operator:wikidata,wheelchair:description,covered,fuel:1_50,note,currency:others,fuel:kerosene,payment:coins,payment:notes,currency:eur,access,atm,fuel:e85,fuel:1_25,payment:routex,drink:club_mate,automated,postal_code,internet_access,internet_access:fee,smoking,description,source:opening_hours,name:de,name:en,post_office,post_office:brand,post_office:brand:wikidata,addr:inclusion,layer,car_repair,branch,roof:levels,roof:shape,check_date:compressed_air,contact:email,fuel:heating_oil,start_date,building,fuel:hvo100,payment:esso_card,payment:euroshell,payment:shell_clubsmart,official_name,ref:vatin,fuel:adblue:canister,name:signed,fuel:h35,fuel:h70,payment:h2_mobility_card,source:website,start_date:fuel:h70,lottery,valves,truck_wash,vacuum_cleaner,tenant,opening_hours:signed,building:levels,building:min_level,fuel:lh2,bus,minibus,cash_withdrawal,payment:apple_pay,payment:google_pay,surface,atm:operator,owner,landuse,service:vehicle:car_repair,service:vehicle:inspection,fuel:octane_92,height,wikimedia_commons,payment:h2_delivery,payment:hylane,payment:ryd_pay,start_date:fuel:h35,poi_type,amperage,authentication:short_message,bicycle,capacity,socket:type2,source:delivery_date,voltage,addr:floor,fee,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,authentication:app,authentication:nfc,motorcar,parking:fee,socket:type2:output,socket:type2:current,socket:type2:voltage,survey:date,hgv,maxstay:conditional,network,payment:paypal,scooter,colour,location,authentication:phone_call,socket:schuko,short_name,charge,payment:sepa,payment:vpay,authentication:none,comment,maxstay,socket:chademo,socket:type2_combo,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,surveillance:type,surveillance:zone,ref:eu:evse,noname,output,charging_station:output,description:de,socket:usb,mapillary,socket:tesla_supercharger_ccs,socket:type2_cable,lit,support,fixme,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,payment:app,payment:cards,payment:membership_card,payment:qr_code,capacity:motorcar,payment:bank_transfer,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:giro_e,payment:ladekarte,direction,lamp_mount,lamp_type,access:conditional,payment:contactless,small_electric_vehicle,motor_vehicle,parking:left,parking:left:fee,parking:left:maxstay,parking:left:orientation,parking:right,image,manufacturer,payment:nfc,authentication:contactless,socket:type2_combo:current,socket:type2_combo:voltage,bicycle_parking,socket:device:usb_a,socket:device:usb_c,charge:conditional,socket:type1:output,email,panoramax,panoramax:0,panoramax:1,payment:samsung_pay,orientation,indoor,operator:type,not:operator:wikidata,payment:rfid_card,payment:online_payment,payment:prepaid_cards,obstacle:parking,position,serialnumber,material,construction,motorcycle,socket:type1,socket:j3105_1,socket:j3105_1:output,capacity:charging,capacity:bicycle,taxi,socket:unknown,socket:unknown:output,markings,restriction,street:name,capacity:disabled,ref:goingelectric,socket:chademo:current,socket:chademo:voltage,latitude,longitude,data_source,operating_hours,fuel_types,amenities,contact_info,district,neighborhood,neighborhood_id,district_id,address
way,524448307,fuel,star,Q89432390,,yes,,,,,,,Star,24/7,,yes,,,,,,,2024-08-11,,,Germania Petrol GmbH,,,,+49 30 91205894,https://www.sun-tankstellen.de/sites/station_pablo.htm,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5570537,13.527085563681474,OSM,24/7,unknown,compressed_air,phone:+49 30 91205894 | website:https://www.sun-tankstellen.de/sites/station_pablo.htm,Lichtenberg,Neu-Hohenschönhausen,re_ortsteil.1109,11,
way,534588175,fuel,star,Q89432390,de:Orlen Deutschland,yes,,yes,yes,,yes,,Star,Mo-Sa 06:00-22:00; Su 07:00-22:00,,yes,Berlin,,220,13051,Hansastraße,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Tankstelle Star Berlin.jpg,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.55975985,13.496627112256673,OSM,Mo-Sa 06:00-22:00; Su 07:00-22:00,"diesel, e10, lpg, octane_95, octane_98",compressed_air,not_provided,Lichtenberg,Alt-Hohenschönhausen,re_ortsteil.1110,11,"Hansastraße, 220, 13051, Berlin"
way,547040234,fuel,Sprint,Q57588452,,yes,,yes,yes,,yes,,Sprint,24/7,,yes,Berlin,,18-19,12043,Reuterstraße,,,,,Angelika Mau,,,,,,,,,yes,,,,+49 30 6233662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.484599349999996,13.429251783675078,OSM,24/7,"diesel, e10, octane_95, octane_98",compressed_air,not_provided,Neukölln,Neukölln,re_ortsteil.0801,08,"Reuterstraße, 18-19, 12043, Berlin"
way,601395259,fuel,JET,Q568940,en:Jet (brand),yes,,yes,yes,,yes,,Jet,Mo-Su 06:00-22:00,,yes,Berlin,DE,281,14167,Goerzallee,Lichterfelde,,,,Sandra Jacobsen,,,,,,,yes,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.41343405,13.278028026658777,OSM,Mo-Su 06:00-22:00,"adblue, diesel, e10, octane_95, octane_98",compressed_air,not_provided,Steglitz-Zehlendorf,Lichterfelde,re_ortsteil.0602,06,"Goerzallee, 281, 14167, Berlin"
way,932153077,fuel,Aral,Q565734,de:Aral,no,,yes,yes,,yes,,Aral,24/7,,yes,Berlin,,29,10969,Prinzenstraße,,,,,Marco Hennig,yes,,,,,,,,,,,,+49 30 6149860,http://tankstelle.aral.de/tankstelle/berlin/prinzenstrasse-29/11019700/,,yes,,yes,,yes,,,yes,,,,,,,+49 30 61403812,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5019306,13.409725830737148,OSM,24/7,"diesel, e10, octane_95",unknown,not_provided,Friedrichshain-Kreuzberg,Kreuzberg,re_ortsteil.0202,02,"Prinzenstraße, 29, 10969, Berlin"
way,1022638074,fuel,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.48297865,13.40239177768844,OSM,,unknown,unknown,not_provided,Tempelhof-Schöneberg,Tempelhof,re_ortsteil.0703,07,
way,1182797354,fuel,Esso,Q867662,,yes,,yes,yes,,yes,,Esso,24/7,,,Berlin,DE,171,12349,Marienfelder Chaussee,Buckow,,,,,yes,,,,,,,,yes,,,,,,,yes,,yes,,yes,,,yes,,,yes,,,,,,,,,yes,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4144413,13.402236419741875,OSM,24/7,"diesel, e10, lpg, octane_95, octane_98","atm, compressed_air",not_provided,Neukölln,Buckow,re_ortsteil.0803,08,"Marienfelder Chaussee, 171, 12349, Berlin"
way,1292516178,fuel,H2 Mobility,,,,,,,,,,H2 Tankstelle,24/7,,yes,Berlin,DE,102,12347,Tempelhofer Weg,,,,,H2 MOBILITY,,,,,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,yes,,,,,Wasserstofftankstelle,,,,,,,,,,,,,,,,,roof,,,yes,,,,,,yes,yes,yes,https://h2.live/,2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,2022-09-14,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4505283,13.433790887547168,OSM,24/7,"h35, h70",unknown,not_provided,Neukölln,Britz,re_ortsteil.0802,08,"Tempelhofer Weg, 102, 12347, Berlin"
way,1329001032,fuel,Aral,Q565734,de:Aral,yes,yes,yes,yes,yes,yes,,Aral,24/7,,,Berlin,,20,12439,Schnellerstraße,,,,,Deutsche BP,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,flat,,,,,commercial,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.459798250000006,13.504310099463144,OSM,24/7,"biogas, cng, diesel, e10, gtl_diesel, hgv_diesel, octane_102, octane_95",compressed_air,not_provided,Treptow-Köpenick,Niederschöneweide,re_ortsteil.0905,09,"Schnellerstraße, 20, 12439, Berlin"
way,1329306839,fuel,star,Q89432390,de:Orlen Deutschland,yes,,yes,yes,,yes,,Star,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00",,yes,Berlin,,77-79,12169,Steglitzer Damm,Steglitz,,,,Star,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,yes,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44981945,13.350220972558922,OSM,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00","diesel, e10, lpg, octane_95, octane_98",compressed_air,not_provided,Steglitz-Zehlendorf,Steglitz,re_ortsteil.0601,06,"Steglitzer Damm, 77-79, 12169, Berlin"
way,1329644964,fuel,Sprint,Q57588452,,yes,yes,yes,yes,,yes,,Sprint,,outdoor,yes,Berlin,DE,25,10407,Kniprodestraße,Prenzlauer Berg,,,,Sprint-Tank GmbH,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,retail,yes,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.53378425,13.445083553151319,OSM,,"biodiesel, cng, diesel, e10, gtl_diesel, hgv_diesel, hvo100, lpg, octane_95, octane_98",compressed_air,not_provided,Pankow,Prenzlauer Berg,re_ortsteil.0301,03,"Kniprodestraße, 25, 10407, Berlin"
way,1331899277,fuel,Total,Q154037,fr:TotalEnergies,yes,,yes,yes,,yes,,TotalEnergies,24/7,,,Berlin,DE,625,12527,Adlergestell,Schmöckwitz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3879398,13.630409431808564,OSM,24/7,"diesel, e10, gtl_diesel, octane_95, octane_98",compressed_air,not_provided,Treptow-Köpenick,Schmöckwitz,re_ortsteil.0915,09,"Adlergestell, 625, 12527, Berlin"
node,425089052,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0602-4 / BA-0603-0,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,no,2,2,2011-01-17,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.513693,13.3227032,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,429740871,charging_station,e.on drive,Q2124721,de:Innogy,,,,,,,,Innogy,24/7,,,,,,,,,,,0,E.ON,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0500-2 / BA-0501-9,survey,,,,Q270223,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,,400,0,yes,de:Innogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5236617,13.3808678,OSM,24/7,ev_charging,ev_charging,not_provided,Mitte,Mitte,re_ortsteil.0101,01,
node,429951629,charging_station,Innogy,Q2124721,de:Innogy,,,,,,,,RWE Stromtankstelle E-Mobillity,,,,,,,,,,,,,Innogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0798-1 / BA-0707-5,"RWE Effizienz GmbH, Dortmund",,,,Q2124721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,de:Innogy,Vor Schaperstraße 17 neben Eckhaus Meinekestraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4993965,13.3289688,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Wilmersdorf,re_ortsteil.0402,04,
node,520518082,charging_station,,,,,,,,,,,Vattenfall InCharge Ladesäule,,,,,,,,,,,,,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,,,2,2,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5028106,13.3254003,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,610981736,charging_station,,,,,,,,,,,Stromtankstelle,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0489-6 / BA-0487-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5358323,13.2737032,OSM,,ev_charging,ev_charging,not_provided,Spandau,Siemensstadt,re_ortsteil.0503,05,
node,645567402,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,2,,Cohnstraße,,,,,Qwello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q130302686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5468267,13.4465366,OSM,24/7,ev_charging,ev_charging,not_provided,Pankow,Prenzlauer Berg,re_ortsteil.0301,03,"Cohnstraße, 2"
node,667211393,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0711-5 / BA-0712-1,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Steubenplatz vor Häusern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5164617,13.2613337,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Westend,re_ortsteil.0405,04,
node,694566615,charging_station,,,,,,,,,,,unknown gas station,24/7,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0499-4 / BA-0502-5,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Kurfürstendamm / Schlüterstraße Mittelstreifen vor Kurfürstendamm,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5009144,13.3168897,OSM,24/7,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,704002935,charging_station,,,,,,,,,,,Ladesäule für Elektroautos,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0622-0 / BA-0623-7,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Güntzel Straße vor ADAC neben Haus Nr. Bundesallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4909423,13.3304746,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Wilmersdorf,re_ortsteil.0402,04,
node,718678233,charging_station,Innogy,Q2124721,,,,,,,,,Innogy,,,,,,,,,,,,,Innogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0709-8 / BA-0710-9,"RWE Effizienz GmbH, Dortmund",,,,Q2124721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5085609,13.2727125,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Westend,re_ortsteil.0405,04,
node,769334936,charging_station,Innogy,Q2124721,de:Innogy,,,,,,,,Innogy,24/7,,,,,,,,,,,,Innogy,,,,,,,,,,,,,+49 8002255793,https://www.epowerdirect.com/,,,,,,,,,,,,,,,,,,,,,,BD-1540-1;BD-1551-6,,,,,Q2124721,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,yes,de:Innogy,,,,yes,yes,yes,no,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5104425,13.408923,OSM,24/7,ev_charging,ev_charging,not_provided,Mitte,Mitte,re_ortsteil.0101,01,
node,822840995,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0693-4 / BA-0593-5,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Kantstraße / Ecke Wilmersdorfer Straße gegenüber Kantstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5068111,13.3062754,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,829828377,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0521-5 / BA-0522-1,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Augsburger Straße / Los-Angeles-Platz vor Augsburger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5015873,13.3352775,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Charlottenburg,re_ortsteil.0401,04,
node,829829425,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,RWE-Effizienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-0652-5 / BA-0653-1,"RWE Effizienz GmbH, Dortmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,32,yes,,2,2,2011-01-17,400,,,,Fritz-Wildung-Straße / Ecke Cunostraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4837637,13.2964507,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Schmargendorf,re_ortsteil.0403,04,
